EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Neuroticism,E1(1),E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
1036,1,,,,,,2,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,2,4,2,3,4,3,4,4,3,3,3,3,3,3,2,3,2,3,2,3,3,4,3,4,2,4,2,4,2,4,4,5,4
1037,1,,,,,,3,4,3,3,4,3,3,4,4,4,3,4,4,2,4,3,3,3,4,4,2,3,2,4,3,4,3,4,4,4,4,3,4,2,2,4,4,2,4,4,3,2,4,2,4,2,4,2,4,4
1038,1,,,,,,1,3,2,5,3,2,2,5,1,4,5,4,5,2,3,2,3,3,3,4,1,3,3,3,1,3,1,5,2,3,4,3,4,3,3,2,5,3,3,3,5,2,5,3,3,1,3,4,3,4
1039,1,,,,,,3,5,3,3,1,3,4,2,4,5,4,3,4,2,3,4,4,4,3,4,2,5,1,5,2,4,1,4,5,4,2,4,5,3,3,4,3,3,4,3,3,2,5,2,4,2,3,3,4,5
1040,1,,,,,,3,1,3,3,3,1,3,5,4,5,4,4,5,3,4,1,2,2,5,3,1,4,2,5,2,5,2,4,5,4,4,4,5,2,1,2,2,4,3,5,5,1,5,1,5,5,5,5,5,5
1042,1,,,,,,3,2,5,2,3,2,4,1,4,4,2,4,4,2,3,2,3,2,2,1,2,4,1,5,2,4,1,4,4,3,4,1,4,3,4,1,2,1,3,4,5,1,5,2,4,1,4,3,4,4
1043,1,,,,,,3,1,5,2,4,1,4,2,5,2,3,3,5,2,4,1,5,2,3,4,2,4,3,4,2,3,1,2,4,2,3,2,2,3,1,2,2,3,2,2,3,2,5,1,4,2,3,3,3,3
1044,1,,,,,,1,4,2,4,2,3,1,5,1,4,3,2,5,2,4,3,2,3,3,2,3,4,3,3,3,2,3,3,2,3,4,5,2,4,1,4,1,2,2,2,4,1,5,1,4,1,5,4,4,4
1045,1,,,,,,3,1,5,3,5,2,4,4,3,2,2,4,3,3,2,2,3,3,3,2,2,4,1,4,3,3,3,3,3,4,4,2,3,1,3,3,4,2,3,3,4,1,5,3,4,1,5,3,4,4
1046,1,,,,,,1,1,3,2,5,1,1,1,2,5,5,2,5,1,5,5,5,5,5,5,1,5,5,5,2,5,1,5,5,1,1,5,5,5,1,5,5,5,3,5,5,1,5,1,5,1,5,5,5,5
1047,1,,,,,,4,4,3,5,2,4,2,2,4,3,4,2,4,2,4,5,4,4,3,4,4,4,2,4,2,4,2,2,4,2,2,3,3,2,1,2,1,1,2,4,3,3,3,3,4,3,4,2,2,3
1048,1,,,,,,2,1,5,1,5,1,5,5,5,5,4,2,5,5,4,5,5,1,5,5,5,5,1,5,1,5,1,4,5,5,4,5,4,2,3,5,5,3,3,3,4,1,4,1,4,1,5,2,5,4
1049,1,,,,,,4,1,5,1,5,1,5,2,5,1,3,3,5,3,4,5,3,3,4,3,1,5,1,5,1,5,1,5,5,5,3,3,4,3,1,3,2,3,4,4,5,2,5,3,4,1,5,5,5,4
1050,1,,,,,,2,2,3,3,3,2,2,3,3,4,3,3,4,2,4,2,3,2,3,2,3,3,2,4,3,3,3,3,3,4,4,2,4,3,3,4,3,2,5,4,4,1,5,1,5,1,5,4,4,5
1052,1,,,,,,1,4,3,2,3,4,1,1,5,5,4,3,4,4,5,3,4,3,4,3,3,5,2,4,2,4,2,5,5,5,5,1,5,1,2,1,5,3,4,5,5,3,3,2,4,2,4,4,5,4
1053,3,,,,,,1,4,2,5,2,4,1,5,1,5,2,2,3,2,2,3,2,1,4,3,3,4,1,4,2,3,2,3,3,2,4,2,4,2,3,2,5,2,4,5,5,1,4,1,5,1,5,5,2,5
1055,1,,,,,,2,3,3,3,3,3,2,3,4,5,3,3,3,3,3,2,2,3,3,3,2,3,3,3,5,4,3,3,4,5,4,2,2,2,4,3,5,2,4,4,4,3,5,3,5,2,5,4,5,5
1056,1,,,,,,1,2,2,4,4,3,1,4,2,3,4,3,4,3,4,5,1,1,3,2,2,2,2,4,4,5,5,4,5,5,4,2,4,2,4,2,5,1,4,4,4,2,3,1,5,1,4,3,5,5
1060,1,,,,,,2,2,3,4,2,2,1,4,4,5,4,3,4,2,1,2,5,5,5,4,4,5,5,3,2,2,2,3,2,2,2,4,4,4,2,4,3,3,2,2,2,4,2,1,5,4,2,4,4,4
1061,1,,,,,,3,1,4,3,3,2,4,4,5,4,3,4,3,4,2,1,5,3,2,2,4,3,1,5,2,3,4,5,5,5,3,2,4,3,2,4,4,3,4,3,5,2,4,2,5,1,5,5,4,4
1062,1,,,,,,2,1,5,2,5,1,3,4,3,4,1,4,4,3,2,2,1,1,2,2,1,5,1,4,2,4,1,4,4,4,4,1,4,1,3,2,5,1,3,4,5,1,4,2,4,1,5,4,5,4
1066,1,,,,,,2,3,4,2,4,1,3,3,5,2,2,4,3,5,2,3,2,2,2,2,1,3,1,4,2,3,2,4,4,5,4,3,5,3,5,1,5,2,5,5,5,1,3,5,5,1,5,5,5,5
1068,1,,,,,,2,4,4,4,3,2,2,3,3,4,3,4,3,4,2,2,3,2,2,2,2,4,3,4,2,4,2,3,4,4,4,3,4,3,4,3,4,2,4,4,4,1,3,3,4,3,4,2,4,3
1069,1,,,,,,1,3,3,4,4,2,4,4,2,5,4,3,4,2,4,5,4,4,4,4,2,4,3,3,4,4,4,2,2,4,4,5,4,3,1,4,4,1,4,5,4,2,5,1,5,1,3,4,5,5
1070,1,,,,,,3,4,5,5,5,4,4,1,5,1,1,4,4,3,1,1,1,1,4,1,1,4,2,5,1,3,1,1,5,5,5,1,5,1,4,1,5,1,5,5,4,1,5,1,5,1,5,2,4,5
1071,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1073,1,,,,,,1,5,2,4,2,5,1,4,2,5,5,2,5,1,4,5,5,5,5,5,5,5,1,3,1,4,1,2,4,3,4,5,5,4,2,1,5,4,4,2,5,1,4,1,2,2,5,5,5,3
1074,1,,,,,,2,3,5,4,2,1,3,4,2,5,4,3,5,3,4,4,4,3,3,2,2,3,4,3,4,3,2,3,4,3,1,5,1,4,1,5,3,1,1,2,3,1,5,1,5,1,5,4,5,5
1076,1,,,,,,5,1,5,5,5,1,5,1,5,1,5,1,5,2,5,5,5,5,5,5,3,5,4,4,2,3,1,5,5,5,1,2,1,5,1,1,5,4,1,1,5,3,5,1,5,1,5,4,5,5
1077,1,,,,,,1,1,3,1,5,1,5,1,5,3,5,2,5,1,3,5,5,4,5,4,1,5,4,5,1,5,1,3,5,4,2,5,5,4,1,5,5,5,3,5,5,1,5,2,5,1,5,5,5,5
1079,1,,,,,,2,3,5,3,4,2,3,5,2,5,5,2,4,2,4,5,5,5,5,4,2,5,2,3,2,2,2,5,4,3,3,3,5,4,1,2,4,1,3,5,5,2,4,2,4,1,3,4,4,4
1080,1,,,,,,1,5,3,3,2,1,1,5,1,5,3,1,5,2,5,5,5,5,5,5,1,4,1,5,2,5,1,5,5,5,3,1,5,1,5,1,5,1,5,5,3,1,3,5,4,5,5,3,5,1
1081,1,,,,,,3,2,3,3,4,2,4,3,4,3,3,4,4,3,3,2,3,3,3,3,1,5,1,5,2,5,2,4,5,4,4,3,3,2,4,3,4,1,4,4,4,2,5,2,5,1,4,4,3,4
1082,1,,,,,,1,5,1,5,1,4,1,5,1,5,4,2,5,5,3,4,2,2,4,3,4,2,2,2,4,1,5,3,1,1,2,1,3,2,3,2,3,3,5,3,5,2,4,4,2,2,4,2,5,2
1083,1,,,,,,3,4,2,4,3,4,2,4,2,4,3,3,2,4,2,2,3,2,4,3,3,2,2,4,1,4,4,4,4,4,3,2,3,2,4,2,3,3,3,4,2,2,2,4,3,2,4,3,5,3
1084,1,,,,,,1,2,4,3,4,2,1,3,4,4,3,4,2,3,4,1,2,1,4,2,1,3,4,4,2,4,1,4,4,4,5,1,5,1,4,1,5,1,5,5,4,2,4,4,4,1,5,3,2,5
1085,1,,,,,,4,1,4,1,4,2,4,2,5,3,2,3,4,3,1,2,3,2,3,2,2,4,2,5,2,2,2,4,4,4,4,2,4,1,2,2,4,2,1,4,5,1,3,2,4,2,4,5,5,3
1088,1,,,,,,4,5,5,5,4,5,2,5,2,5,1,4,5,2,1,3,5,5,2,3,1,5,1,5,1,5,1,5,5,5,1,4,5,2,1,4,2,3,1,5,4,1,5,2,4,1,5,1,5,4
1092,1,,,,,,2,5,2,4,2,3,1,4,1,5,3,2,5,2,3,3,4,5,4,5,2,3,1,4,4,4,3,4,4,3,4,3,5,1,3,3,4,2,4,5,4,1,4,1,4,1,4,5,5,4
1094,1,,,,,,2,4,1,5,2,2,1,5,2,5,3,4,5,1,3,1,5,5,2,5,2,3,2,4,3,3,4,4,5,5,5,4,5,2,3,5,5,4,1,4,5,1,5,1,4,1,5,5,5,4
1096,1,,,,,,2,3,3,5,3,5,2,5,2,5,5,4,5,2,4,4,4,3,4,4,2,5,1,5,2,5,2,4,5,4,2,4,5,5,1,5,4,5,2,4,5,1,5,1,5,1,5,5,5,5
1097,1,,,,,,5,5,4,3,4,1,3,3,3,4,3,5,4,4,3,3,1,3,3,2,1,5,1,5,1,5,1,5,5,4,5,1,3,2,4,4,5,2,5,5,4,4,3,4,4,4,4,1,3,4
1098,1,,,,,,1,5,3,5,2,4,2,5,2,4,2,4,2,3,2,1,2,1,1,2,1,5,1,4,1,4,3,5,4,3,3,4,4,2,2,4,3,3,3,3,5,2,4,2,3,2,4,3,1,4
1099,1,,,,,,2,4,4,4,2,2,2,2,5,4,4,2,5,2,3,4,3,4,3,4,2,3,3,3,3,5,3,3,4,2,4,3,4,1,2,2,5,2,3,5,4,1,5,1,4,2,4,4,5,4
1100,1,,,,,,3,3,3,3,4,3,3,3,3,5,4,3,4,2,2,3,4,3,3,3,1,5,2,5,4,5,4,5,4,5,3,4,4,3,3,3,3,2,3,4,4,1,4,1,4,1,5,5,5,5
1101,2,,,,,,4,3,3,4,4,2,2,4,5,5,3,5,5,4,5,4,2,1,2,1,1,4,3,5,1,5,3,5,5,5,3,4,5,3,2,4,3,1,4,4,4,1,5,1,5,1,4,4,5,5
1102,1,,,,,,3,2,3,3,2,3,2,5,1,5,4,2,4,2,4,5,5,5,5,1,3,4,3,3,4,3,3,3,1,4,3,1,3,2,1,2,4,3,4,3,2,3,3,3,3,3,2,1,5,3
1103,1,,,,,,2,3,3,4,4,3,3,4,4,4,3,3,4,2,2,2,2,3,3,4,3,4,3,3,2,2,2,3,2,2,2,4,4,4,2,4,4,4,3,4,4,1,4,1,4,2,4,4,5,4
1105,1,,,,,,3,2,3,3,3,3,3,3,2,4,3,3,4,2,2,4,3,4,4,4,2,3,3,4,2,3,2,3,4,3,2,3,4,3,2,3,3,3,3,3,3,1,5,1,3,2,4,3,5,4
1106,1,,,,,,2,5,1,5,1,5,1,5,1,5,2,4,2,2,2,4,4,4,4,3,2,5,4,4,2,5,2,1,5,4,4,5,2,4,1,1,4,2,4,4,5,1,5,1,4,1,5,5,5,5
1107,1,,,,,,1,3,4,5,1,2,1,5,1,5,5,2,5,2,4,5,5,2,5,2,2,3,2,4,2,4,2,4,2,3,4,3,4,4,4,2,4,1,4,4,5,2,4,2,5,2,5,5,3,4
1108,1,,,,,,4,1,5,2,5,2,4,4,4,2,2,4,3,4,3,2,2,1,2,2,1,5,1,5,2,5,2,5,4,5,4,4,5,2,5,3,4,1,4,4,4,2,4,2,4,2,4,4,4,4
1109,1,,,,,,5,1,2,2,5,2,5,5,1,2,2,4,2,2,1,2,4,2,3,4,3,2,5,2,3,2,5,3,4,2,4,1,4,5,2,1,4,5,1,1,4,3,5,3,4,1,5,4,3,4
1111,1,,,,,,4,1,5,1,5,1,5,1,5,2,1,5,1,5,1,1,1,1,1,1,2,4,1,3,2,3,2,4,4,5,4,2,3,1,4,2,3,2,4,4,4,1,5,1,5,1,5,4,5,5
1113,1,,,,,,4,2,2,3,4,2,5,3,5,1,3,2,5,2,3,4,4,2,4,4,4,5,3,4,2,5,1,4,5,2,2,4,4,5,1,3,1,3,2,3,4,1,5,1,4,1,5,3,5,4
1114,1,,,,,,3,2,5,2,4,2,4,3,3,2,3,4,2,5,2,2,2,2,3,2,2,4,2,5,2,4,2,4,4,4,5,3,5,2,5,2,4,2,4,4,4,4,3,4,4,2,4,2,3,4
1115,1,,,,,,4,2,4,2,4,3,5,2,5,3,3,4,3,2,2,2,4,3,2,2,2,4,3,4,2,4,2,4,4,3,2,5,4,3,3,3,3,3,2,4,2,2,4,3,4,1,4,2,3,4
1116,2,,,,,,2,2,2,4,2,2,1,5,1,4,5,1,5,1,4,4,3,4,4,5,1,4,3,4,2,4,2,4,4,2,2,4,4,5,1,4,1,5,4,2,5,2,5,2,3,1,4,5,2,4
1117,1,,,,,,3,2,3,2,4,1,3,2,4,2,5,3,4,2,3,2,4,4,4,4,2,5,2,5,2,4,1,4,5,5,3,5,5,3,1,2,4,3,1,3,4,3,5,2,5,1,5,3,5,5
1118,1,,,,,,2,1,2,4,4,2,2,3,2,4,4,2,5,2,4,5,4,4,5,4,2,4,2,4,3,2,3,3,3,5,5,2,4,2,2,1,5,3,3,5,5,2,5,3,4,2,5,5,4,4
1119,1,,,,,,1,2,4,1,5,2,4,4,1,2,4,3,5,2,3,4,4,4,4,3,2,5,1,4,2,5,4,4,4,3,4,1,5,2,4,2,4,3,4,4,4,4,3,3,4,4,3,4,5,3
1120,1,,,,,,2,4,2,3,2,3,2,3,4,5,5,1,4,2,5,4,5,4,4,4,3,3,4,4,3,4,2,4,4,3,2,3,4,3,2,3,3,3,2,3,4,3,4,3,4,1,3,3,5,4
1121,1,,,,,,3,2,3,1,4,2,3,3,4,5,4,3,4,3,3,3,4,3,4,2,3,2,4,2,4,1,4,2,2,5,4,2,5,2,4,2,4,1,4,5,5,2,4,4,4,4,5,5,4,3
1124,1,,,,,,5,1,5,1,5,1,5,2,5,1,2,3,4,3,3,3,3,4,4,3,1,5,3,4,1,4,1,4,5,4,3,4,5,2,3,3,4,2,3,3,5,1,5,1,5,1,4,5,5,5
1125,1,,,,,,2,4,3,2,4,1,2,2,4,5,2,4,3,3,4,1,2,2,4,3,2,4,3,4,2,2,3,3,4,4,2,4,3,2,3,2,4,3,1,2,4,1,4,2,3,1,5,4,3,3
1126,1,,,,,,3,3,2,3,4,2,5,5,2,2,5,2,5,2,1,3,5,5,3,4,2,5,1,5,2,4,2,4,5,3,2,4,4,3,2,2,2,3,2,3,5,1,5,1,5,1,3,4,5,5
1127,1,,,,,,4,1,3,2,4,1,3,2,4,3,3,3,4,2,3,4,4,4,3,3,2,5,2,4,1,4,1,4,4,4,4,2,4,1,4,1,5,1,5,5,5,1,4,1,5,1,4,3,5,5
1128,1,,,,,,2,3,4,5,4,1,2,4,2,4,2,4,5,4,4,2,5,4,2,2,5,3,2,4,4,5,4,3,4,4,4,3,5,4,3,3,3,2,1,4,5,1,4,1,4,1,3,5,5,4
1131,1,,,,,,3,2,3,3,4,4,4,4,3,3,2,2,4,2,2,3,4,3,2,2,2,3,2,2,3,4,2,3,4,3,4,2,4,2,3,2,4,3,4,2,4,2,4,2,3,2,4,4,4,3
1132,1,,,,,,2,3,1,2,3,1,1,5,3,5,5,1,5,1,5,2,1,1,2,5,3,2,2,3,2,4,5,2,3,1,5,1,5,1,5,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5
1133,1,,,,,,1,3,2,4,1,5,1,5,1,5,4,2,4,1,2,4,4,4,4,4,3,3,3,2,3,3,3,3,2,2,2,4,2,4,1,4,4,3,3,2,5,4,5,3,2,2,4,4,1,2
1135,1,,,,,,4,2,4,3,5,1,4,3,5,2,2,4,3,4,2,2,3,2,2,2,1,4,1,5,1,5,2,5,4,5,5,3,5,2,3,2,5,1,5,5,4,2,5,2,5,1,5,4,5,4
1136,1,,,,,,4,1,4,2,4,1,3,2,5,3,5,3,4,2,4,3,4,4,5,4,4,5,4,3,3,2,2,3,3,3,3,3,3,4,2,2,4,2,5,4,4,2,4,3,4,2,4,4,5,4
1137,1,,,,,,4,2,4,2,4,1,4,5,5,5,4,3,4,5,2,5,1,2,5,5,2,5,5,5,1,5,1,5,5,4,3,5,4,2,2,4,5,1,4,4,4,1,4,1,5,1,4,5,5,5
1138,1,,,,,,4,2,3,2,4,2,3,3,2,4,3,3,5,4,2,3,4,4,3,4,1,4,1,4,2,4,2,3,5,4,2,3,5,2,1,4,4,3,2,4,3,2,3,2,4,1,5,1,3,4
1140,1,,,,,,3,3,2,4,2,3,2,4,3,4,4,2,4,2,4,4,4,3,4,4,2,3,3,3,3,3,3,4,3,2,4,4,4,3,4,4,4,2,4,4,4,2,4,2,4,2,4,4,4,4
1143,1,,,,,,3,1,4,2,4,1,2,3,4,2,1,5,2,5,2,2,2,1,2,1,3,5,2,4,2,2,2,4,2,4,4,1,5,2,1,1,4,2,4,4,5,2,3,3,5,3,5,4,2,5
1148,1,,,,,,3,2,3,2,4,1,3,3,3,2,3,3,3,3,3,2,3,2,2,2,1,5,1,5,1,5,1,5,4,5,4,3,5,2,3,2,3,1,2,5,5,1,5,1,5,1,5,5,5,5
1150,1,,,,,,1,5,1,5,2,4,1,5,1,5,5,1,5,5,5,5,5,5,5,5,3,2,1,3,3,4,5,4,5,2,3,5,2,5,3,4,5,3,4,2,3,3,4,4,3,4,2,1,5,2
1152,1,,,,,,2,5,4,2,2,3,1,2,2,5,3,4,5,1,1,4,2,2,3,1,2,4,1,3,3,5,2,2,3,3,4,4,4,2,4,5,5,2,2,5,4,2,5,5,5,1,5,2,4,5
1154,1,,,,,,1,5,1,4,3,4,1,5,1,5,3,1,5,1,2,5,4,5,4,5,1,3,1,5,2,5,4,5,5,4,3,3,4,3,3,1,4,1,3,4,4,2,3,3,3,3,5,3,5,3
1156,1,,,,,,1,5,2,5,1,5,1,3,4,5,5,3,5,1,5,5,5,5,5,5,1,5,5,5,1,5,1,3,5,2,1,5,5,3,1,3,2,5,1,3,4,3,5,1,2,3,3,4,5,5
1157,1,,,,,,2,2,3,2,5,2,2,2,5,2,5,1,5,2,2,3,4,4,4,4,1,5,3,5,1,5,1,5,5,3,5,4,4,4,1,3,4,5,4,4,4,5,5,5,4,1,3,2,5,5
1158,1,,,,,,3,3,2,3,4,2,5,5,5,5,5,3,5,1,5,5,5,5,4,5,1,2,2,4,4,5,2,3,5,5,2,4,5,4,4,5,4,4,3,4,3,1,5,1,5,1,5,2,3,4
1160,1,,,,,,4,2,4,1,5,1,4,2,4,2,2,5,4,3,2,2,3,3,2,3,2,4,1,4,1,1,1,4,5,4,3,3,5,2,4,2,3,1,2,5,5,1,5,1,5,1,5,5,5,5
1161,1,,,,,,3,3,3,4,4,4,4,5,2,4,2,5,3,3,1,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,1,2,4,2,1,4,1,5,2,4,3,5,5
1162,1,,,,,,1,2,2,4,4,2,1,4,3,5,5,2,5,1,1,5,4,4,4,4,1,3,1,5,1,5,3,4,5,4,2,4,5,4,1,4,3,4,1,4,4,1,5,1,5,1,5,5,5,5
1163,1,,,,,,4,1,4,2,5,1,4,3,4,4,5,2,5,2,4,3,3,2,4,4,2,4,4,4,2,4,2,4,4,2,3,3,4,2,5,2,3,2,4,5,5,1,5,1,5,1,5,4,4,5
1164,1,,,,,,4,1,5,2,5,1,4,4,4,2,3,3,4,3,4,2,2,3,2,2,2,4,1,3,2,3,2,4,4,5,4,4,3,1,3,2,3,1,3,3,5,3,3,3,4,2,5,4,3,4
1165,1,,,,,,3,5,1,5,1,4,1,5,2,5,4,3,4,1,4,3,1,2,4,4,5,1,3,2,5,1,5,1,1,3,3,1,4,4,3,1,4,3,4,5,5,1,5,1,4,1,5,4,4,4
1166,1,,,,,,1,4,3,4,3,4,3,2,2,3,2,4,3,3,2,3,3,3,4,3,2,4,2,4,2,4,2,3,5,4,4,4,3,2,4,4,4,1,4,2,3,2,4,2,4,2,4,2,4,4
1167,1,,,,,,1,5,3,5,3,5,2,5,1,5,5,3,5,2,5,5,5,5,5,3,1,3,2,5,1,5,1,5,5,3,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5
1171,1,,,,,,3,4,3,5,3,2,3,4,3,4,3,4,5,5,3,3,2,2,4,5,1,5,3,5,2,3,2,4,5,4,4,3,5,3,2,3,3,2,4,5,4,1,5,2,4,2,4,4,5,5
1172,1,,,,,,3,1,4,3,3,1,4,1,5,4,5,4,4,3,3,5,5,5,5,3,5,5,1,5,1,5,1,1,5,4,3,1,3,2,3,2,3,1,3,3,4,2,5,3,3,1,4,3,4,2
1173,1,,,,,,1,3,5,5,3,3,1,3,3,5,5,5,5,3,3,4,5,5,5,3,1,3,3,5,3,3,3,5,5,5,3,3,3,1,3,4,5,3,5,5,1,3,5,3,5,1,5,1,5,4
1175,1,,,,,,5,1,5,1,5,1,5,1,5,2,2,4,3,5,2,3,1,1,2,1,1,5,1,5,1,5,1,5,5,4,2,4,3,3,3,2,3,1,3,2,4,2,5,2,4,1,5,3,4,5
1177,1,,,,,,1,4,3,3,5,2,5,2,4,4,1,5,3,4,1,1,1,1,1,1,2,5,1,3,1,2,1,4,5,5,5,1,5,1,4,1,5,1,1,5,5,1,5,1,5,1,5,4,4,5
1179,1,,,,,,4,1,4,2,5,1,5,3,5,2,4,3,5,2,3,3,3,1,3,2,1,5,2,5,1,5,1,4,5,5,4,3,5,2,4,1,5,2,5,4,4,1,5,1,4,1,5,4,5,4
1180,1,,,,,,1,4,2,4,2,5,2,5,1,5,5,1,5,1,5,4,4,4,5,5,4,4,2,5,2,5,3,4,5,5,2,2,5,5,3,2,1,4,1,3,4,1,4,2,5,1,5,3,4,5
1182,1,,,,,,3,1,5,3,5,1,4,4,3,3,1,5,3,3,1,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,3,4,3,1,3,4,3,1,2,3,4,3,5,3,5,1,4,3,5,5
1184,1,,,,,,3,2,4,2,4,2,4,4,3,2,2,5,4,5,1,1,1,1,2,1,2,2,2,5,1,4,2,3,4,4,4,2,4,2,3,3,3,2,4,3,4,1,4,1,4,1,5,4,5,5
1185,1,,,,,,3,1,4,3,4,1,4,4,5,4,3,4,3,1,3,2,3,2,2,1,2,4,4,5,1,4,1,5,5,4,3,3,4,2,2,3,4,1,5,3,3,3,5,1,4,1,3,1,4,3
1188,1,,,,,,3,3,5,3,3,3,3,5,5,2,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,4,1,3,1,3,2,3,4,4,1,5,1,5,1,5,4,5,5
1190,1,,,,,,4,4,5,2,3,2,3,3,3,3,5,3,5,3,4,3,5,4,2,3,1,3,1,5,4,5,2,3,4,3,5,4,5,2,5,2,3,1,5,4,3,3,3,4,3,1,4,2,5,3
1191,1,,,,,,3,2,4,3,5,1,4,4,3,2,3,3,3,3,2,2,3,3,1,3,1,4,1,5,1,5,1,5,5,5,3,2,5,1,3,2,4,2,3,3,5,3,3,3,4,3,4,5,4,3
1192,3,,,,,,2,2,4,3,4,2,3,3,3,3,5,2,5,2,4,4,3,3,4,5,2,4,1,4,2,3,2,4,4,4,3,5,5,3,2,4,4,2,4,5,4,2,4,3,5,2,4,3,4,5
1193,1,,,,,,1,4,3,5,3,4,2,4,1,5,4,3,4,3,1,5,3,1,3,3,5,4,5,2,5,1,1,4,1,5,3,5,2,4,1,4,3,4,1,1,5,1,5,3,3,1,4,5,1,5
1195,1,,,,,,2,4,4,4,4,2,2,3,5,4,2,4,2,4,2,1,3,1,2,2,5,5,1,5,1,4,2,5,5,5,4,4,4,1,2,3,3,1,5,5,5,1,4,2,4,1,4,2,5,5
1196,1,,,,,,1,5,2,5,1,5,1,5,1,5,5,2,3,3,4,5,5,5,5,3,3,3,2,4,3,5,3,4,3,1,2,2,4,5,1,5,4,3,4,1,3,3,4,3,3,3,2,2,4,3
1198,1,,,,,,1,4,1,5,3,2,1,4,2,5,1,5,4,2,1,1,1,1,1,2,2,4,1,3,2,4,2,4,2,5,4,4,5,2,2,3,5,2,4,3,4,1,3,1,4,2,5,4,5,4
1200,3,,,,,,3,3,3,3,4,1,4,3,4,2,4,2,4,2,2,4,4,2,3,2,1,5,1,5,1,5,1,5,5,5,3,4,5,3,4,1,5,1,3,5,3,4,4,2,4,2,4,1,4,4
1201,1,,,,,,3,3,5,2,5,2,5,3,4,1,4,1,4,3,4,3,1,1,4,3,2,4,1,5,2,5,1,4,4,5,4,1,5,1,4,1,4,1,3,4,5,1,3,2,4,1,5,5,5,4
1202,3,,,,,,5,3,4,2,5,2,4,2,5,3,3,5,2,4,2,4,4,3,4,2,5,3,4,1,5,1,3,1,1,5,5,2,5,3,3,3,4,3,2,4,5,1,5,1,5,1,5,5,3,5
1203,1,,,,,,4,1,4,2,5,1,5,1,5,1,1,1,5,1,2,1,1,1,1,1,1,5,1,5,1,1,1,5,5,4,4,1,5,1,2,1,1,1,5,4,2,1,5,2,5,1,5,1,4,2
1204,3,,,,,,1,2,4,4,3,2,4,4,3,4,5,2,4,5,1,5,5,5,5,4,2,5,4,4,3,4,2,4,5,3,4,4,4,5,2,5,1,4,5,3,3,1,4,1,4,1,4,4,5,4
1206,1,,,,,,1,1,5,5,5,1,1,1,5,5,5,3,5,4,5,5,5,5,5,1,5,1,5,3,5,5,5,1,1,5,1,5,5,3,1,5,5,5,1,5,3,3,5,4,5,1,5,2,5,5
1207,1,,,,,,1,3,1,5,3,5,1,5,2,5,4,4,3,3,3,5,3,2,5,4,3,3,1,3,4,4,4,4,3,2,3,5,2,4,1,5,5,3,4,2,2,3,3,1,1,2,2,1,5,2
1210,1,,,,,,1,3,4,4,2,4,2,3,3,5,4,3,4,3,2,3,3,2,5,2,1,4,2,4,2,3,2,4,4,3,4,2,4,2,4,1,5,2,4,3,3,2,4,2,4,2,3,1,5,3
1211,1,,,,,,2,3,3,3,4,3,2,3,4,4,4,2,4,2,4,4,3,3,4,4,1,4,3,4,2,4,2,4,4,3,4,4,5,2,3,4,3,3,4,4,4,2,5,2,4,2,4,4,5,4
1212,1,,,,,,3,3,3,3,4,2,3,3,3,3,2,4,4,2,3,3,5,5,3,4,1,3,3,4,2,4,2,4,4,3,3,2,4,3,4,2,4,2,3,4,3,3,4,3,4,2,3,3,3,4
1215,1,,,,,,3,3,3,4,3,1,1,4,5,5,4,3,5,1,4,4,4,4,3,4,1,5,1,5,1,5,1,5,5,4,3,2,4,3,1,2,3,2,1,3,4,1,5,2,4,1,3,4,5,5
1216,3,,,,,,1,3,2,5,4,4,1,5,1,5,5,2,5,1,1,5,4,2,4,5,1,3,1,5,1,4,2,5,4,3,4,1,5,4,1,4,3,3,3,3,1,2,5,3,2,2,3,1,4,4
1217,1,,,,,,4,2,4,3,2,2,4,2,2,3,4,3,5,3,3,3,4,4,2,2,5,3,1,5,3,4,3,4,4,5,3,5,4,3,4,4,2,1,4,4,2,1,5,4,4,2,5,3,4,5
1218,1,,,,,,1,5,1,5,1,4,1,4,1,5,5,2,4,4,4,4,3,3,4,4,3,2,1,5,4,5,4,5,5,3,3,4,4,1,4,1,5,2,2,4,4,2,4,1,5,1,5,4,5,5
