,EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
736,1024,2,,,,,,2,4,5,2,4,2,1,4,1,4,2,4,2,4,2,1,2,2,2,2,1,5,2,4,1,4,1,4,4,3,4,2,3,2,4,2,4,-2,4,4,4,1,4,1,2,2,4,3,5,4
737,1025,1,,,,,,4,2,5,4,5,3,4,3,4,2,1,4,4,4,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,2,5,2,3,2,4,-2,4,4,3,2,3,1,4,2,4,3,4,4
738,1026,1,,,,,,2,1,1,4,2,2,3,5,1,5,5,2,5,5,5,5,5,5,5,5,5,4,3,4,1,5,2,4,5,4,3,2,4,5,2,4,4,-3,3,3,2,4,5,3,3,1,4,3,5,5
739,1027,2,,,,,,1,5,2,5,1,5,1,5,1,5,4,4,4,2,2,1,2,2,5,3,5,2,2,2,5,2,4,2,2,3,2,4,4,4,2,4,4,-3,2,4,4,2,4,2,5,1,4,4,3,4
740,1028,1,,,,,,5,3,5,4,3,5,4,4,5,5,2,5,5,4,4,3,5,5,5,3,5,3,4,5,3,5,2,4,5,4,2,4,3,5,2,4,5,-3,3,3,1,3,4,3,4,2,4,3,4,3
741,1029,1,,,,,,4,1,5,4,5,1,3,2,3,2,3,4,4,2,3,3,3,3,5,3,1,5,3,4,2,5,1,3,4,4,4,2,4,3,2,3,3,-2,4,5,4,3,3,4,4,1,4,3,4,4
742,1030,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,1,1,1,1,2,1,2,2,5,2,5,1,2,5,4,2,1,2,1,4,2,5,-1,1,4,3,3,2,1,2,2,1,2,5,2
743,1032,1,,,,,,4,2,4,3,3,2,4,2,4,2,5,3,5,4,2,3,2,1,3,3,1,5,1,5,5,5,1,5,5,5,3,1,5,1,3,1,2,-3,2,5,3,1,5,1,5,1,4,2,5,5
744,1033,1,,,,,,3,2,5,3,4,2,4,5,3,3,4,3,3,3,1,2,2,4,4,2,2,5,4,4,2,4,2,5,4,4,3,2,2,2,2,2,3,-1,2,2,4,2,4,2,3,2,4,2,4,3
745,1034,1,,,,,,2,5,3,4,4,4,1,5,5,5,5,3,4,3,3,2,4,4,3,3,1,5,3,4,1,4,1,5,4,4,2,3,4,4,4,3,3,-5,3,1,4,2,3,2,3,3,3,3,1,3
746,1035,1,,,,,,5,2,1,2,4,5,1,1,5,4,2,5,5,3,3,4,4,3,4,3,5,5,1,4,4,5,2,3,4,5,3,4,4,2,2,3,1,-3,4,3,3,1,3,3,5,1,5,1,4,4
747,1036,1,,,,,,2,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,2,4,2,3,4,3,4,4,3,3,3,3,3,3,2,3,2,3,2,3,-3,4,3,4,2,4,2,4,2,4,4,5,4
748,1037,1,,,,,,3,4,3,3,4,3,3,4,4,4,3,4,4,2,4,3,3,3,4,4,2,3,2,4,3,4,3,4,4,4,4,3,4,2,2,4,4,-2,4,4,3,2,4,2,4,2,4,2,4,4
749,1038,1,,,,,,1,3,2,5,3,2,2,5,1,4,5,4,5,2,3,2,3,3,3,4,1,3,3,3,1,3,1,5,2,3,4,3,4,3,3,2,5,-3,3,3,5,2,5,3,3,1,3,4,3,4
750,1039,1,,,,,,3,5,3,3,1,3,4,2,4,5,4,3,4,2,3,4,4,4,3,4,2,5,1,5,2,4,1,4,5,4,2,4,5,3,3,4,3,-3,4,3,3,2,5,2,4,2,3,3,4,5
751,1040,1,,,,,,3,1,3,3,3,1,3,5,4,5,4,4,5,3,4,1,2,2,5,3,1,4,2,5,2,5,2,4,5,4,4,4,5,2,1,2,2,-4,3,5,5,1,5,1,5,5,5,5,5,5
752,1042,1,,,,,,3,2,5,2,3,2,4,1,4,4,2,4,4,2,3,2,3,2,2,1,2,4,1,5,2,4,1,4,4,3,4,1,4,3,4,1,2,-1,3,4,5,1,5,2,4,1,4,3,4,4
753,1043,1,,,,,,3,1,5,2,4,1,4,2,5,2,3,3,5,2,4,1,5,2,3,4,2,4,3,4,2,3,1,2,4,2,3,2,2,3,1,2,2,-3,2,2,3,2,5,1,4,2,3,3,3,3
754,1044,1,,,,,,1,4,2,4,2,3,1,5,1,4,3,2,5,2,4,3,2,3,3,2,3,4,3,3,3,2,3,3,2,3,4,5,2,4,1,4,1,-2,2,2,4,1,5,1,4,1,5,4,4,4
755,1045,1,,,,,,3,1,5,3,5,2,4,4,3,2,2,4,3,3,2,2,3,3,3,2,2,4,1,4,3,3,3,3,3,4,4,2,3,1,3,3,4,-2,3,3,4,1,5,3,4,1,5,3,4,4
756,1046,1,,,,,,1,1,3,2,5,1,1,1,2,5,5,2,5,1,5,5,5,5,5,5,1,5,5,5,2,5,1,5,5,1,1,5,5,5,1,5,5,-5,3,5,5,1,5,1,5,1,5,5,5,5
757,1047,1,,,,,,4,4,3,5,2,4,2,2,4,3,4,2,4,2,4,5,4,4,3,4,4,4,2,4,2,4,2,2,4,2,2,3,3,2,1,2,1,-1,2,4,3,3,3,3,4,3,4,2,2,3
758,1048,1,,,,,,2,1,5,1,5,1,5,5,5,5,4,2,5,5,4,5,5,1,5,5,5,5,1,5,1,5,1,4,5,5,4,5,4,2,3,5,5,-3,3,3,4,1,4,1,4,1,5,2,5,4
759,1049,1,,,,,,4,1,5,1,5,1,5,2,5,1,3,3,5,3,4,5,3,3,4,3,1,5,1,5,1,5,1,5,5,5,3,3,4,3,1,3,2,-3,4,4,5,2,5,3,4,1,5,5,5,4
760,1050,1,,,,,,2,2,3,3,3,2,2,3,3,4,3,3,4,2,4,2,3,2,3,2,3,3,2,4,3,3,3,3,3,4,4,2,4,3,3,4,3,-2,5,4,4,1,5,1,5,1,5,4,4,5
761,1052,1,,,,,,1,4,3,2,3,4,1,1,5,5,4,3,4,4,5,3,4,3,4,3,3,5,2,4,2,4,2,5,5,5,5,1,5,1,2,1,5,-3,4,5,5,3,3,2,4,2,4,4,5,4
762,1053,3,,,,,,1,4,2,5,2,4,1,5,1,5,2,2,3,2,2,3,2,1,4,3,3,4,1,4,2,3,2,3,3,2,4,2,4,2,3,2,5,-2,4,5,5,1,4,1,5,1,5,5,2,5
763,1055,1,,,,,,2,3,3,3,3,3,2,3,4,5,3,3,3,3,3,2,2,3,3,3,2,3,3,3,5,4,3,3,4,5,4,2,2,2,4,3,5,-2,4,4,4,3,5,3,5,2,5,4,5,5
764,1056,1,,,,,,1,2,2,4,4,3,1,4,2,3,4,3,4,3,4,5,1,1,3,2,2,2,2,4,4,5,5,4,5,5,4,2,4,2,4,2,5,-1,4,4,4,2,3,1,5,1,4,3,5,5
765,1060,1,,,,,,2,2,3,4,2,2,1,4,4,5,4,3,4,2,1,2,5,5,5,4,4,5,5,3,2,2,2,3,2,2,2,4,4,4,2,4,3,-3,2,2,2,4,2,1,5,4,2,4,4,4
766,1061,1,,,,,,3,1,4,3,3,2,4,4,5,4,3,4,3,4,2,1,5,3,2,2,4,3,1,5,2,3,4,5,5,5,3,2,4,3,2,4,4,-3,4,3,5,2,4,2,5,1,5,5,4,4
767,1062,1,,,,,,2,1,5,2,5,1,3,4,3,4,1,4,4,3,2,2,1,1,2,2,1,5,1,4,2,4,1,4,4,4,4,1,4,1,3,2,5,-1,3,4,5,1,4,2,4,1,5,4,5,4
768,1066,1,,,,,,2,3,4,2,4,1,3,3,5,2,2,4,3,5,2,3,2,2,2,2,1,3,1,4,2,3,2,4,4,5,4,3,5,3,5,1,5,-2,5,5,5,1,3,5,5,1,5,5,5,5
769,1068,1,,,,,,2,4,4,4,3,2,2,3,3,4,3,4,3,4,2,2,3,2,2,2,2,4,3,4,2,4,2,3,4,4,4,3,4,3,4,3,4,-2,4,4,4,1,3,3,4,3,4,2,4,3
770,1069,1,,,,,,1,3,3,4,4,2,4,4,2,5,4,3,4,2,4,5,4,4,4,4,2,4,3,3,4,4,4,2,2,4,4,5,4,3,1,4,4,-1,4,5,4,2,5,1,5,1,3,4,5,5
771,1070,1,,,,,,3,4,5,5,5,4,4,1,5,1,1,4,4,3,1,1,1,1,4,1,1,4,2,5,1,3,1,1,5,5,5,1,5,1,4,1,5,-1,5,5,4,1,5,1,5,1,5,2,4,5
772,1071,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,3,3,3,3,3,3,3,3,3,3,3,3
773,1073,1,,,,,,1,5,2,4,2,5,1,4,2,5,5,2,5,1,4,5,5,5,5,5,5,5,1,3,1,4,1,2,4,3,4,5,5,4,2,1,5,-4,4,2,5,1,4,1,2,2,5,5,5,3
774,1074,1,,,,,,2,3,5,4,2,1,3,4,2,5,4,3,5,3,4,4,4,3,3,2,2,3,4,3,4,3,2,3,4,3,1,5,1,4,1,5,3,-1,1,2,3,1,5,1,5,1,5,4,5,5
775,1076,1,,,,,,5,1,5,5,5,1,5,1,5,1,5,1,5,2,5,5,5,5,5,5,3,5,4,4,2,3,1,5,5,5,1,2,1,5,1,1,5,-4,1,1,5,3,5,1,5,1,5,4,5,5
776,1077,1,,,,,,1,1,3,1,5,1,5,1,5,3,5,2,5,1,3,5,5,4,5,4,1,5,4,5,1,5,1,3,5,4,2,5,5,4,1,5,5,-5,3,5,5,1,5,2,5,1,5,5,5,5
777,1079,1,,,,,,2,3,5,3,4,2,3,5,2,5,5,2,4,2,4,5,5,5,5,4,2,5,2,3,2,2,2,5,4,3,3,3,5,4,1,2,4,-1,3,5,5,2,4,2,4,1,3,4,4,4
778,1080,1,,,,,,1,5,3,3,2,1,1,5,1,5,3,1,5,2,5,5,5,5,5,5,1,4,1,5,2,5,1,5,5,5,3,1,5,1,5,1,5,-1,5,5,3,1,3,5,4,5,5,3,5,1
779,1081,1,,,,,,3,2,3,3,4,2,4,3,4,3,3,4,4,3,3,2,3,3,3,3,1,5,1,5,2,5,2,4,5,4,4,3,3,2,4,3,4,-1,4,4,4,2,5,2,5,1,4,4,3,4
780,1082,1,,,,,,1,5,1,5,1,4,1,5,1,5,4,2,5,5,3,4,2,2,4,3,4,2,2,2,4,1,5,3,1,1,2,1,3,2,3,2,3,-3,5,3,5,2,4,4,2,2,4,2,5,2
781,1083,1,,,,,,3,4,2,4,3,4,2,4,2,4,3,3,2,4,2,2,3,2,4,3,3,2,2,4,1,4,4,4,4,4,3,2,3,2,4,2,3,-3,3,4,2,2,2,4,3,2,4,3,5,3
782,1084,1,,,,,,1,2,4,3,4,2,1,3,4,4,3,4,2,3,4,1,2,1,4,2,1,3,4,4,2,4,1,4,4,4,5,1,5,1,4,1,5,-1,5,5,4,2,4,4,4,1,5,3,2,5
783,1085,1,,,,,,4,1,4,1,4,2,4,2,5,3,2,3,4,3,1,2,3,2,3,2,2,4,2,5,2,2,2,4,4,4,4,2,4,1,2,2,4,-2,1,4,5,1,3,2,4,2,4,5,5,3
784,1088,1,,,,,,4,5,5,5,4,5,2,5,2,5,1,4,5,2,1,3,5,5,2,3,1,5,1,5,1,5,1,5,5,5,1,4,5,2,1,4,2,-3,1,5,4,1,5,2,4,1,5,1,5,4
785,1092,1,,,,,,2,5,2,4,2,3,1,4,1,5,3,2,5,2,3,3,4,5,4,5,2,3,1,4,4,4,3,4,4,3,4,3,5,1,3,3,4,-2,4,5,4,1,4,1,4,1,4,5,5,4
786,1094,1,,,,,,2,4,1,5,2,2,1,5,2,5,3,4,5,1,3,1,5,5,2,5,2,3,2,4,3,3,4,4,5,5,5,4,5,2,3,5,5,-4,1,4,5,1,5,1,4,1,5,5,5,4
787,1096,1,,,,,,2,3,3,5,3,5,2,5,2,5,5,4,5,2,4,4,4,3,4,4,2,5,1,5,2,5,2,4,5,4,2,4,5,5,1,5,4,-5,2,4,5,1,5,1,5,1,5,5,5,5
788,1097,1,,,,,,5,5,4,3,4,1,3,3,3,4,3,5,4,4,3,3,1,3,3,2,1,5,1,5,1,5,1,5,5,4,5,1,3,2,4,4,5,-2,5,5,4,4,3,4,4,4,4,1,3,4
789,1098,1,,,,,,1,5,3,5,2,4,2,5,2,4,2,4,2,3,2,1,2,1,1,2,1,5,1,4,1,4,3,5,4,3,3,4,4,2,2,4,3,-3,3,3,5,2,4,2,3,2,4,3,1,4
790,1099,1,,,,,,2,4,4,4,2,2,2,2,5,4,4,2,5,2,3,4,3,4,3,4,2,3,3,3,3,5,3,3,4,2,4,3,4,1,2,2,5,-2,3,5,4,1,5,1,4,2,4,4,5,4
791,1100,1,,,,,,3,3,3,3,4,3,3,3,3,5,4,3,4,2,2,3,4,3,3,3,1,5,2,5,4,5,4,5,4,5,3,4,4,3,3,3,3,-2,3,4,4,1,4,1,4,1,5,5,5,5
792,1101,2,,,,,,4,3,3,4,4,2,2,4,5,5,3,5,5,4,5,4,2,1,2,1,1,4,3,5,1,5,3,5,5,5,3,4,5,3,2,4,3,-1,4,4,4,1,5,1,5,1,4,4,5,5
793,1102,1,,,,,,3,2,3,3,2,3,2,5,1,5,4,2,4,2,4,5,5,5,5,1,3,4,3,3,4,3,3,3,1,4,3,1,3,2,1,2,4,-3,4,3,2,3,3,3,3,3,2,1,5,3
794,1103,1,,,,,,2,3,3,4,4,3,3,4,4,4,3,3,4,2,2,2,2,3,3,4,3,4,3,3,2,2,2,3,2,2,2,4,4,4,2,4,4,-4,3,4,4,1,4,1,4,2,4,4,5,4
795,1105,1,,,,,,3,2,3,3,3,3,3,3,2,4,3,3,4,2,2,4,3,4,4,4,2,3,3,4,2,3,2,3,4,3,2,3,4,3,2,3,3,-3,3,3,3,1,5,1,3,2,4,3,5,4
796,1106,1,,,,,,2,5,1,5,1,5,1,5,1,5,2,4,2,2,2,4,4,4,4,3,2,5,4,4,2,5,2,1,5,4,4,5,2,4,1,1,4,-2,4,4,5,1,5,1,4,1,5,5,5,5
797,1107,1,,,,,,1,3,4,5,1,2,1,5,1,5,5,2,5,2,4,5,5,2,5,2,2,3,2,4,2,4,2,4,2,3,4,3,4,4,4,2,4,-1,4,4,5,2,4,2,5,2,5,5,3,4
798,1108,1,,,,,,4,1,5,2,5,2,4,4,4,2,2,4,3,4,3,2,2,1,2,2,1,5,1,5,2,5,2,5,4,5,4,4,5,2,5,3,4,-1,4,4,4,2,4,2,4,2,4,4,4,4
799,1109,1,,,,,,5,1,2,2,5,2,5,5,1,2,2,4,2,2,1,2,4,2,3,4,3,2,5,2,3,2,5,3,4,2,4,1,4,5,2,1,4,-5,1,1,4,3,5,3,4,1,5,4,3,4
800,1111,1,,,,,,4,1,5,1,5,1,5,1,5,2,1,5,1,5,1,1,1,1,1,1,2,4,1,3,2,3,2,4,4,5,4,2,3,1,4,2,3,-2,4,4,4,1,5,1,5,1,5,4,5,5
801,1113,1,,,,,,4,2,2,3,4,2,5,3,5,1,3,2,5,2,3,4,4,2,4,4,4,5,3,4,2,5,1,4,5,2,2,4,4,5,1,3,1,-3,2,3,4,1,5,1,4,1,5,3,5,4
802,1114,1,,,,,,3,2,5,2,4,2,4,3,3,2,3,4,2,5,2,2,2,2,3,2,2,4,2,5,2,4,2,4,4,4,5,3,5,2,5,2,4,-2,4,4,4,4,3,4,4,2,4,2,3,4
803,1115,1,,,,,,4,2,4,2,4,3,5,2,5,3,3,4,3,2,2,2,4,3,2,2,2,4,3,4,2,4,2,4,4,3,2,5,4,3,3,3,3,-3,2,4,2,2,4,3,4,1,4,2,3,4
804,1116,2,,,,,,2,2,2,4,2,2,1,5,1,4,5,1,5,1,4,4,3,4,4,5,1,4,3,4,2,4,2,4,4,2,2,4,4,5,1,4,1,-5,4,2,5,2,5,2,3,1,4,5,2,4
805,1117,1,,,,,,3,2,3,2,4,1,3,2,4,2,5,3,4,2,3,2,4,4,4,4,2,5,2,5,2,4,1,4,5,5,3,5,5,3,1,2,4,-3,1,3,4,3,5,2,5,1,5,3,5,5
806,1118,1,,,,,,2,1,2,4,4,2,2,3,2,4,4,2,5,2,4,5,4,4,5,4,2,4,2,4,3,2,3,3,3,5,5,2,4,2,2,1,5,-3,3,5,5,2,5,3,4,2,5,5,4,4
807,1119,1,,,,,,1,2,4,1,5,2,4,4,1,2,4,3,5,2,3,4,4,4,4,3,2,5,1,4,2,5,4,4,4,3,4,1,5,2,4,2,4,-3,4,4,4,4,3,3,4,4,3,4,5,3
808,1120,1,,,,,,2,4,2,3,2,3,2,3,4,5,5,1,4,2,5,4,5,4,4,4,3,3,4,4,3,4,2,4,4,3,2,3,4,3,2,3,3,-3,2,3,4,3,4,3,4,1,3,3,5,4
809,1121,1,,,,,,3,2,3,1,4,2,3,3,4,5,4,3,4,3,3,3,4,3,4,2,3,2,4,2,4,1,4,2,2,5,4,2,5,2,4,2,4,-1,4,5,5,2,4,4,4,4,5,5,4,3
810,1124,1,,,,,,5,1,5,1,5,1,5,2,5,1,2,3,4,3,3,3,3,4,4,3,1,5,3,4,1,4,1,4,5,4,3,4,5,2,3,3,4,-2,3,3,5,1,5,1,5,1,4,5,5,5
811,1125,1,,,,,,2,4,3,2,4,1,2,2,4,5,2,4,3,3,4,1,2,2,4,3,2,4,3,4,2,2,3,3,4,4,2,4,3,2,3,2,4,-3,1,2,4,1,4,2,3,1,5,4,3,3
812,1126,1,,,,,,3,3,2,3,4,2,5,5,2,2,5,2,5,2,1,3,5,5,3,4,2,5,1,5,2,4,2,4,5,3,2,4,4,3,2,2,2,-3,2,3,5,1,5,1,5,1,3,4,5,5
813,1127,1,,,,,,4,1,3,2,4,1,3,2,4,3,3,3,4,2,3,4,4,4,3,3,2,5,2,4,1,4,1,4,4,4,4,2,4,1,4,1,5,-1,5,5,5,1,4,1,5,1,4,3,5,5
814,1128,1,,,,,,2,3,4,5,4,1,2,4,2,4,2,4,5,4,4,2,5,4,2,2,5,3,2,4,4,5,4,3,4,4,4,3,5,4,3,3,3,-2,1,4,5,1,4,1,4,1,3,5,5,4
815,1131,1,,,,,,3,2,3,3,4,4,4,4,3,3,2,2,4,2,2,3,4,3,2,2,2,3,2,2,3,4,2,3,4,3,4,2,4,2,3,2,4,-3,4,2,4,2,4,2,3,2,4,4,4,3
816,1132,1,,,,,,2,3,1,2,3,1,1,5,3,5,5,1,5,1,5,2,1,1,2,5,3,2,2,3,2,4,5,2,3,1,5,1,5,1,5,1,5,-1,4,5,5,1,5,1,5,1,5,5,5,5
817,1133,1,,,,,,1,3,2,4,1,5,1,5,1,5,4,2,4,1,2,4,4,4,4,4,3,3,3,2,3,3,3,3,2,2,2,4,2,4,1,4,4,-3,3,2,5,4,5,3,2,2,4,4,1,2
818,1135,1,,,,,,4,2,4,3,5,1,4,3,5,2,2,4,3,4,2,2,3,2,2,2,1,4,1,5,1,5,2,5,4,5,5,3,5,2,3,2,5,-1,5,5,4,2,5,2,5,1,5,4,5,4
819,1136,1,,,,,,4,1,4,2,4,1,3,2,5,3,5,3,4,2,4,3,4,4,5,4,4,5,4,3,3,2,2,3,3,3,3,3,3,4,2,2,4,-2,5,4,4,2,4,3,4,2,4,4,5,4
820,1137,1,,,,,,4,2,4,2,4,1,4,5,5,5,4,3,4,5,2,5,1,2,5,5,2,5,5,5,1,5,1,5,5,4,3,5,4,2,2,4,5,-1,4,4,4,1,4,1,5,1,4,5,5,5
821,1138,1,,,,,,4,2,3,2,4,2,3,3,2,4,3,3,5,4,2,3,4,4,3,4,1,4,1,4,2,4,2,3,5,4,2,3,5,2,1,4,4,-3,2,4,3,2,3,2,4,1,5,1,3,4
822,1140,1,,,,,,3,3,2,4,2,3,2,4,3,4,4,2,4,2,4,4,4,3,4,4,2,3,3,3,3,3,3,4,3,2,4,4,4,3,4,4,4,-2,4,4,4,2,4,2,4,2,4,4,4,4
823,1143,1,,,,,,3,1,4,2,4,1,2,3,4,2,1,5,2,5,2,2,2,1,2,1,3,5,2,4,2,2,2,4,2,4,4,1,5,2,1,1,4,-2,4,4,5,2,3,3,5,3,5,4,2,5
824,1148,1,,,,,,3,2,3,2,4,1,3,3,3,2,3,3,3,3,3,2,3,2,2,2,1,5,1,5,1,5,1,5,4,5,4,3,5,2,3,2,3,-1,2,5,5,1,5,1,5,1,5,5,5,5
825,1150,1,,,,,,1,5,1,5,2,4,1,5,1,5,5,1,5,5,5,5,5,5,5,5,3,2,1,3,3,4,5,4,5,2,3,5,2,5,3,4,5,-3,4,2,3,3,4,4,3,4,2,1,5,2
826,1152,1,,,,,,2,5,4,2,2,3,1,2,2,5,3,4,5,1,1,4,2,2,3,1,2,4,1,3,3,5,2,2,3,3,4,4,4,2,4,5,5,-2,2,5,4,2,5,5,5,1,5,2,4,5
827,1154,1,,,,,,1,5,1,4,3,4,1,5,1,5,3,1,5,1,2,5,4,5,4,5,1,3,1,5,2,5,4,5,5,4,3,3,4,3,3,1,4,-1,3,4,4,2,3,3,3,3,5,3,5,3
828,1156,1,,,,,,1,5,2,5,1,5,1,3,4,5,5,3,5,1,5,5,5,5,5,5,1,5,5,5,1,5,1,3,5,2,1,5,5,3,1,3,2,-5,1,3,4,3,5,1,2,3,3,4,5,5
829,1157,1,,,,,,2,2,3,2,5,2,2,2,5,2,5,1,5,2,2,3,4,4,4,4,1,5,3,5,1,5,1,5,5,3,5,4,4,4,1,3,4,-5,4,4,4,5,5,5,4,1,3,2,5,5
830,1158,1,,,,,,3,3,2,3,4,2,5,5,5,5,5,3,5,1,5,5,5,5,4,5,1,2,2,4,4,5,2,3,5,5,2,4,5,4,4,5,4,-4,3,4,3,1,5,1,5,1,5,2,3,4
831,1160,1,,,,,,4,2,4,1,5,1,4,2,4,2,2,5,4,3,2,2,3,3,2,3,2,4,1,4,1,1,1,4,5,4,3,3,5,2,4,2,3,-1,2,5,5,1,5,1,5,1,5,5,5,5
832,1161,1,,,,,,3,3,3,4,4,4,4,5,2,4,2,5,3,3,1,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,-1,2,4,2,1,4,1,5,2,4,3,5,5
833,1162,1,,,,,,1,2,2,4,4,2,1,4,3,5,5,2,5,1,1,5,4,4,4,4,1,3,1,5,1,5,3,4,5,4,2,4,5,4,1,4,3,-4,1,4,4,1,5,1,5,1,5,5,5,5
834,1163,1,,,,,,4,1,4,2,5,1,4,3,4,4,5,2,5,2,4,3,3,2,4,4,2,4,4,4,2,4,2,4,4,2,3,3,4,2,5,2,3,-2,4,5,5,1,5,1,5,1,5,4,4,5
835,1164,1,,,,,,4,1,5,2,5,1,4,4,4,2,3,3,4,3,4,2,2,3,2,2,2,4,1,3,2,3,2,4,4,5,4,4,3,1,3,2,3,-1,3,3,5,3,3,3,4,2,5,4,3,4
836,1165,1,,,,,,3,5,1,5,1,4,1,5,2,5,4,3,4,1,4,3,1,2,4,4,5,1,3,2,5,1,5,1,1,3,3,1,4,4,3,1,4,-3,4,5,5,1,5,1,4,1,5,4,4,4
837,1166,1,,,,,,1,4,3,4,3,4,3,2,2,3,2,4,3,3,2,3,3,3,4,3,2,4,2,4,2,4,2,3,5,4,4,4,3,2,4,4,4,-1,4,2,3,2,4,2,4,2,4,2,4,4
838,1167,1,,,,,,1,5,3,5,3,5,2,5,1,5,5,3,5,2,5,5,5,5,5,3,1,3,2,5,1,5,1,5,5,3,5,1,5,1,5,1,5,-1,5,5,5,1,5,1,5,1,5,5,5,5
839,1171,1,,,,,,3,4,3,5,3,2,3,4,3,4,3,4,5,5,3,3,2,2,4,5,1,5,3,5,2,3,2,4,5,4,4,3,5,3,2,3,3,-2,4,5,4,1,5,2,4,2,4,4,5,5
840,1172,1,,,,,,3,1,4,3,3,1,4,1,5,4,5,4,4,3,3,5,5,5,5,3,5,5,1,5,1,5,1,1,5,4,3,1,3,2,3,2,3,-1,3,3,4,2,5,3,3,1,4,3,4,2
841,1173,1,,,,,,1,3,5,5,3,3,1,3,3,5,5,5,5,3,3,4,5,5,5,3,1,3,3,5,3,3,3,5,5,5,3,3,3,1,3,4,5,-3,5,5,1,3,5,3,5,1,5,1,5,4
842,1175,1,,,,,,5,1,5,1,5,1,5,1,5,2,2,4,3,5,2,3,1,1,2,1,1,5,1,5,1,5,1,5,5,4,2,4,3,3,3,2,3,-1,3,2,4,2,5,2,4,1,5,3,4,5
843,1177,1,,,,,,1,4,3,3,5,2,5,2,4,4,1,5,3,4,1,1,1,1,1,1,2,5,1,3,1,2,1,4,5,5,5,1,5,1,4,1,5,-1,1,5,5,1,5,1,5,1,5,4,4,5
844,1179,1,,,,,,4,1,4,2,5,1,5,3,5,2,4,3,5,2,3,3,3,1,3,2,1,5,2,5,1,5,1,4,5,5,4,3,5,2,4,1,5,-2,5,4,4,1,5,1,4,1,5,4,5,4
845,1180,1,,,,,,1,4,2,4,2,5,2,5,1,5,5,1,5,1,5,4,4,4,5,5,4,4,2,5,2,5,3,4,5,5,2,2,5,5,3,2,1,-4,1,3,4,1,4,2,5,1,5,3,4,5
846,1182,1,,,,,,3,1,5,3,5,1,4,4,3,3,1,5,3,3,1,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,3,4,3,1,3,4,3,-1,2,3,4,3,5,3,5,1,4,3,5,5
847,1184,1,,,,,,3,2,4,2,4,2,4,4,3,2,2,5,4,5,1,1,1,1,2,1,2,2,2,5,1,4,2,3,4,4,4,2,4,2,3,3,3,-2,4,3,4,1,4,1,4,1,5,4,5,5
848,1185,1,,,,,,3,1,4,3,4,1,4,4,5,4,3,4,3,1,3,2,3,2,2,1,2,4,4,5,1,4,1,5,5,4,3,3,4,2,2,3,4,-1,5,3,3,3,5,1,4,1,3,1,4,3
849,1188,1,,,,,,3,3,5,3,3,3,3,5,5,2,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,4,1,3,1,3,-2,3,4,4,1,5,1,5,1,5,4,5,5
850,1190,1,,,,,,4,4,5,2,3,2,3,3,3,3,5,3,5,3,4,3,5,4,2,3,1,3,1,5,4,5,2,3,4,3,5,4,5,2,5,2,3,-1,5,4,3,3,3,4,3,1,4,2,5,3
851,1191,1,,,,,,3,2,4,3,5,1,4,4,3,2,3,3,3,3,2,2,3,3,1,3,1,4,1,5,1,5,1,5,5,5,3,2,5,1,3,2,4,-2,3,3,5,3,3,3,4,3,4,5,4,3
852,1192,3,,,,,,2,2,4,3,4,2,3,3,3,3,5,2,5,2,4,4,3,3,4,5,2,4,1,4,2,3,2,4,4,4,3,5,5,3,2,4,4,-2,4,5,4,2,4,3,5,2,4,3,4,5
853,1193,1,,,,,,1,4,3,5,3,4,2,4,1,5,4,3,4,3,1,5,3,1,3,3,5,4,5,2,5,1,1,4,1,5,3,5,2,4,1,4,3,-4,1,1,5,1,5,3,3,1,4,5,1,5
854,1195,1,,,,,,2,4,4,4,4,2,2,3,5,4,2,4,2,4,2,1,3,1,2,2,5,5,1,5,1,4,2,5,5,5,4,4,4,1,2,3,3,-1,5,5,5,1,4,2,4,1,4,2,5,5
855,1196,1,,,,,,1,5,2,5,1,5,1,5,1,5,5,2,3,3,4,5,5,5,5,3,3,3,2,4,3,5,3,4,3,1,2,2,4,5,1,5,4,-3,4,1,3,3,4,3,3,3,2,2,4,3
856,1198,1,,,,,,1,4,1,5,3,2,1,4,2,5,1,5,4,2,1,1,1,1,1,2,2,4,1,3,2,4,2,4,2,5,4,4,5,2,2,3,5,-2,4,3,4,1,3,1,4,2,5,4,5,4
857,1200,3,,,,,,3,3,3,3,4,1,4,3,4,2,4,2,4,2,2,4,4,2,3,2,1,5,1,5,1,5,1,5,5,5,3,4,5,3,4,1,5,-1,3,5,3,4,4,2,4,2,4,1,4,4
