EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
,Mixed Race,23,1,0,0,2,US,,,,,,4,4,4,2,2,1,1,1,4,3,3,2,2,2,1,2,2,2,4,2,4,2,4,2,3,2,2,4,4,3,4,4,2,1,3,3,2,3,3,3,1,1,1,4,4,5,4,4,4
,Caucasian (European),22,1,0,1,1,US,,,,,,2,5,3,3,3,4,4,2,4,2,5,5,3,3,3,4,4,4,2,4,5,3,2,3,5,2,3,5,5,3,5,5,4,1,5,2,4,3,5,5,2,5,2,5,1,5,5,5,5
,Caucasian (European),30,1,0,1,1,US,,,,,,4,3,5,3,3,2,5,2,5,3,4,4,3,2,2,3,3,2,2,1,5,1,5,1,5,1,5,5,3,3,4,5,3,4,4,5,1,4,3,4,3,5,2,4,1,5,3,4,4
,Mixed Race,19,1,0,0,2,US,,,,,,2,5,2,4,2,4,4,2,4,4,3,3,3,3,3,3,4,4,3,1,5,1,2,1,4,1,4,4,3,5,1,4,1,5,1,5,1,5,3,3,3,4,3,4,1,3,2,3,4
,Caucasian (European),24,1,0,1,2,US,,,,,,2,4,2,5,2,4,3,4,2,3,3,5,2,3,3,4,4,4,3,1,5,2,5,1,5,1,4,5,4,3,5,5,2,2,4,3,2,3,3,4,1,5,1,4,2,5,3,5,3
,Caucasian (North African),33,0,1,1,1,BR,,,,,,2,3,3,4,2,3,2,3,2,1,4,3,3,1,1,1,1,1,1,2,3,1,4,2,3,2,4,4,4,5,2,4,2,4,2,4,1,4,4,4,2,3,3,3,2,4,3,4,4
,Caucasian (European),21,1,1,1,1,GB,,,,,,1,5,1,5,1,5,2,5,1,2,4,4,4,2,1,1,1,2,1,3,5,3,3,3,2,3,4,2,3,5,1,5,1,4,1,5,1,4,5,4,1,4,1,4,1,5,4,4,5
,Mixed Race,39,0,0,1,2,CA,,,,,,2,3,3,5,1,4,3,3,3,1,3,4,2,1,3,3,3,3,1,5,5,1,5,1,5,2,5,5,5,4,1,4,1,3,1,5,1,5,5,5,2,1,3,4,1,3,3,3,5
,Mixed Race,43,1,0,1,1,US,,,,,,1,5,2,5,1,5,4,5,1,2,4,2,4,2,2,1,1,2,1,1,5,1,5,2,4,1,4,4,5,4,1,5,1,3,1,4,3,3,4,4,1,4,1,5,1,5,4,4,5
,Mixed Race,23,1,1,1,5,US,,,,,,4,3,3,3,2,1,1,2,3,3,3,5,3,3,3,1,1,2,2,1,5,3,4,1,5,1,4,4,4,3,5,4,4,3,5,3,2,3,4,3,1,5,1,3,1,4,2,3,4
,Mixed Race,19,0,1,1,1,ZA,,,,,,5,1,5,1,1,1,5,2,5,1,5,4,5,2,1,1,1,2,1,5,2,4,2,4,2,5,1,2,3,4,2,5,4,2,4,2,4,1,2,5,1,5,1,5,1,5,4,5,5
,Mixed Race,33,1,0,1,5,US,,,,,,5,1,5,2,5,1,4,5,5,5,1,4,3,5,5,2,5,4,3,1,4,1,5,1,5,2,2,5,5,5,5,5,1,5,1,1,5,4,1,1,4,5,2,4,2,2,1,2,4
,Caucasian (European),21,1,0,1,1,AU,,,,,,2,4,2,5,1,5,2,3,4,4,5,4,2,2,4,4,4,5,1,1,5,2,5,1,5,1,5,5,4,3,5,4,4,2,5,5,4,2,2,4,2,4,1,3,2,4,5,5,3
,Caucasian (European),23,1,0,1,2,US,,,,,,2,5,4,4,2,4,5,2,4,3,4,4,4,2,3,2,1,2,2,5,5,1,5,1,5,1,5,5,5,5,1,5,1,3,1,5,1,5,4,4,1,4,1,5,1,5,4,5,4
,Caucasian (European),54,1,1,1,1,CA,,,,,,3,4,3,4,3,3,3,5,3,1,4,5,3,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,5,2,5,1,5,1,5,1,4,5,4,1,5,1,5,1,5,4,5,5
,Caucasian (European),19,1,1,1,1,GB,,,,,,2,3,3,4,3,4,3,3,3,4,2,4,2,4,4,4,4,4,4,2,4,3,4,2,4,2,3,4,2,2,5,4,3,2,4,4,4,2,3,5,3,4,2,2,2,4,4,5,3
,Mixed Race,38,1,1,1,2,US,,,,,,1,5,3,5,1,5,3,5,2,3,4,2,2,1,3,3,4,2,1,1,5,1,5,1,2,1,3,5,4,4,5,5,1,1,3,3,1,3,5,5,1,4,1,5,1,4,3,4,5
,Caucasian (European),21,1,0,1,1,CA,,,,,,4,2,4,2,4,2,4,2,4,5,2,5,2,3,4,4,3,4,4,4,4,2,3,3,4,2,4,4,3,5,2,4,2,3,2,3,3,2,3,3,3,4,3,3,3,4,4,5,4
,Caucasian (European),21,1,0,0,2,CA,,,,,,3,4,4,4,2,2,4,3,5,1,5,5,2,1,4,5,5,5,3,4,5,4,4,4,4,2,3,4,3,2,5,5,5,1,5,4,4,1,5,4,1,5,1,5,1,5,4,4,5
,Mixed Race,21,0,1,1,5,US,,,,,,2,4,3,2,2,4,5,2,3,1,4,5,2,3,2,2,1,1,3,2,4,3,3,2,3,3,3,3,3,2,2,3,2,5,5,4,3,5,4,2,4,4,3,3,1,3,2,4,2
,Caucasian (North African),20,1,0,1,2,BS,,,,,,3,5,4,3,5,1,4,3,5,3,5,3,4,5,3,3,3,3,4,4,3,1,5,3,5,5,4,5,5,5,1,5,1,1,1,5,1,5,5,3,2,5,2,4,2,5,2,5,4
,Caucasian (European),19,1,1,1,5,US,,,,,,2,4,2,3,1,5,5,2,2,2,5,5,3,3,2,1,2,1,1,1,4,3,4,1,5,1,5,4,4,4,3,5,3,4,4,3,2,4,2,2,2,4,2,4,2,4,2,4,4
,Caucasian (European),25,1,1,1,1,CA,,,,,,5,4,4,2,5,2,5,4,4,1,4,3,5,1,2,2,1,1,2,1,5,2,5,2,4,4,5,4,3,5,1,5,2,4,1,5,3,4,3,2,4,2,4,5,5,4,1,3,5
,Mixed Race,21,0,1,1,5,US,,,,,,2,4,2,4,1,4,3,3,5,1,5,3,3,1,1,1,1,1,4,4,4,4,2,3,3,3,3,3,1,4,2,5,2,1,4,2,2,5,5,2,3,4,3,3,2,4,2,3,5
,Mixed Race,14,1,0,1,2,US,,,,,,5,3,4,3,5,1,5,1,4,5,4,5,1,3,5,5,5,3,2,1,3,1,5,2,5,3,4,4,3,4,2,5,2,5,2,3,3,4,4,5,2,5,3,4,1,5,5,4,3
,Mixed Race,17,1,0,1,5,US,,,,,,3,3,3,3,3,1,3,3,4,2,4,3,2,3,2,4,3,3,2,4,3,2,4,2,4,1,3,3,3,4,2,2,2,2,3,3,3,3,3,3,1,3,2,3,3,4,3,4,3
,Mixed Race,21,0,0,1,1,US,,,,,,3,3,3,4,3,4,4,3,3,2,4,4,1,2,2,1,1,1,1,3,4,1,5,3,5,3,2,4,3,3,2,4,3,2,1,4,3,2,3,3,3,4,2,3,1,4,3,4,3
,Mixed Race,25,1,1,2,1,GB,,,,,,1,1,5,1,5,1,3,3,5,1,1,5,1,5,4,5,5,4,5,1,1,5,3,5,1,5,1,5,2,1,1,1,5,5,3,5,2,1,2,1,1,5,5,5,5,2,1,5,5
,Caucasian (European),31,0,0,1,4,US,,,,,,2,4,4,3,1,2,3,5,4,5,2,5,5,5,3,5,4,4,5,1,4,1,5,1,4,2,4,5,5,4,1,5,1,3,2,5,3,3,4,3,1,5,1,5,1,4,3,5,5
,Mixed Race,20,1,0,1,5,US,,,,,,1,5,2,2,1,3,5,1,3,3,3,3,2,1,3,3,2,3,1,3,4,2,4,5,3,3,5,3,4,5,3,5,1,3,1,3,2,5,3,2,3,2,1,3,2,4,2,3,3
,Mixed Race,26,1,1,1,1,US,,,,,,1,5,4,5,1,4,5,4,3,2,4,5,4,2,1,2,1,2,2,1,5,1,5,1,5,1,5,5,5,3,3,5,2,3,3,4,3,2,3,4,2,5,1,5,1,5,5,4,4
,Mixed Race,23,1,0,1,2,US,,,,,,3,3,4,3,1,2,4,3,4,5,1,5,1,3,3,5,4,3,4,2,5,2,5,2,5,1,3,5,5,4,2,4,3,2,3,4,2,2,5,3,2,4,1,4,2,5,3,5,4
,Caucasian (European),23,1,1,1,5,US,,,,,,2,4,1,5,1,5,2,5,1,1,5,2,3,1,1,2,1,2,2,4,3,2,1,2,1,3,4,1,5,2,5,2,4,2,5,2,1,2,5,5,1,5,1,5,1,5,5,5,5
,Mixed Race,24,1,0,1,5,US,,,,,,4,3,5,3,4,5,5,1,4,1,5,2,1,3,1,3,3,3,1,1,3,3,5,2,3,5,5,5,5,3,1,5,2,4,2,4,3,5,5,3,2,5,1,3,1,3,3,3,3
,Caucasian (European),44,1,1,1,1,US,,,,,,2,3,2,1,1,1,2,5,5,2,4,1,4,4,4,4,4,4,2,2,4,2,3,4,3,4,4,3,2,5,4,5,2,2,2,2,1,3,5,3,1,4,1,5,1,5,4,5,5
,Caucasian (European),54,1,1,1,1,US,,,,,,2,1,4,2,3,1,4,4,5,2,5,1,4,3,1,1,4,3,3,5,1,5,1,5,4,5,1,1,1,4,3,2,5,2,3,4,2,4,2,3,1,5,2,2,1,5,3,4,2
,Caucasian (European),20,1,1,0,5,US,,,,,,2,4,3,5,1,2,3,4,2,3,4,3,4,2,1,3,2,1,2,1,4,1,4,1,3,1,4,5,4,4,4,4,3,2,4,3,1,3,4,5,1,5,1,5,1,5,5,5,5
,No Response,16,1,1,2,1,AU,,,,,,1,5,3,3,1,5,5,1,5,2,3,3,1,3,1,2,2,3,1,3,5,3,3,4,3,5,4,3,5,1,3,4,1,3,3,5,1,5,3,2,3,5,1,5,1,5,5,3,5
,Caucasian (European),18,1,0,1,2,US,,,,,,3,3,3,3,4,4,4,5,5,2,3,5,5,1,5,2,1,3,1,1,5,1,5,1,5,1,3,5,3,4,1,5,3,5,1,4,1,5,5,5,1,4,1,5,2,4,5,5,5
,Mixed Race,22,0,0,1,1,MY,,,,,,4,4,4,5,3,4,3,2,3,2,4,3,5,4,3,5,5,4,4,3,4,2,4,2,5,3,5,3,4,3,2,3,3,3,2,4,3,3,3,3,3,4,3,2,1,3,4,2,2
,Mixed Race,17,0,1,1,1,US,,,,,,4,3,3,3,4,1,4,3,3,3,3,4,3,3,5,2,1,4,2,3,4,4,3,2,4,3,3,1,2,3,2,3,5,1,5,5,4,4,3,4,3,4,2,4,1,3,4,3,4
,Mixed Race,18,0,0,1,1,US,,,,,,3,3,3,4,1,4,4,4,4,5,2,5,4,4,4,5,5,4,4,4,4,5,4,3,2,1,5,4,3,3,4,4,5,2,5,3,3,2,3,3,4,5,2,3,1,3,2,5,5
,Mixed Race,17,1,1,0,1,US,,,,,,2,5,4,5,2,5,3,5,2,2,5,2,4,2,2,4,1,2,1,4,5,4,3,5,4,5,4,3,4,4,5,5,4,5,5,5,4,5,4,4,2,5,1,5,1,5,4,5,5
,North East Asian,20,1,1,1,2,US,,,,,,3,2,4,2,4,2,4,3,4,4,2,4,2,4,4,4,4,4,4,3,2,1,4,3,4,4,3,4,3,3,2,3,3,2,4,4,3,2,4,4,2,2,2,3,4,3,4,4,3
,Caucasian (European),21,1,0,1,5,CA,,,,,,3,4,2,4,2,3,4,4,2,5,2,5,1,5,5,5,5,2,5,1,4,1,5,1,5,2,4,5,3,2,5,1,4,1,5,2,5,2,1,4,1,5,1,4,1,2,4,5,4
,Caucasian (European),18,1,0,1,5,US,,,,,,5,3,4,2,4,2,4,2,5,3,5,5,3,3,1,2,2,3,2,1,4,2,4,3,4,3,4,3,3,3,4,5,3,2,4,3,2,3,3,3,2,4,2,4,1,4,4,5,3
,Caucasian (European),23,1,1,1,5,CA,,,,,,5,5,1,4,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,2,5,1,5,2,5,1,5,5,4,5,5,5,5,4,4,4,1,4,5,4,1,5,1,4,1,5,4,5,5
,Caucasian (European),21,1,0,1,2,US,,,,,,4,2,4,2,3,1,4,3,5,5,3,5,1,3,4,3,2,3,5,2,5,1,4,2,5,1,4,5,4,3,2,4,3,2,3,3,2,4,3,4,2,4,3,4,1,4,3,5,4
,Caucasian (European),20,1,0,1,2,US,,,,,,3,4,3,3,2,1,3,2,5,3,4,4,3,2,2,2,2,2,2,1,4,1,5,2,3,1,4,4,4,4,2,4,2,4,2,5,2,4,3,4,1,5,2,5,1,4,4,4,5
,Caucasian (European),28,1,1,1,2,US,,,,,,1,5,2,5,1,3,2,5,2,3,3,2,4,2,1,2,2,2,2,2,5,3,3,3,4,1,3,4,4,4,5,2,3,1,5,2,3,2,3,5,1,5,1,5,1,4,4,3,5
,Mixed Race,21,1,0,1,5,US,,,,,,1,3,2,4,3,4,3,5,2,4,3,3,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,1,5,3,3,3,3,1,4,4,2,3,1,3,2,3,3
,Mixed Race,52,1,0,1,1,US,,,,,,1,5,3,5,1,5,4,4,4,1,5,2,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,4,5,4,2,5,2,3,2,5,1,4,3,5,2,5,2,4,1,4,4,5,5
,Caucasian (European),18,1,1,1,1,US,,,,,,3,4,3,4,3,3,3,4,4,2,4,4,2,4,2,2,2,4,2,5,2,3,2,4,1,2,3,2,2,4,5,4,3,2,3,5,4,4,3,4,2,5,4,4,1,4,4,3,2
,Caucasian (European),21,1,1,1,5,US,,,,,,3,3,4,4,4,3,4,4,4,2,4,4,4,2,3,2,2,4,1,2,2,4,3,5,2,2,2,4,2,4,4,5,2,2,2,4,1,4,5,5,1,5,1,4,1,5,4,5,5
,Caucasian (European),30,1,0,1,5,US,,,,,,1,2,4,5,1,1,5,1,3,1,3,3,1,1,3,1,1,3,1,5,2,5,5,1,3,3,3,3,5,5,5,5,2,1,5,3,1,5,5,5,3,4,3,5,1,5,1,2,5
,Caucasian (European),20,1,1,0,2,US,,,,,,1,5,1,5,1,5,1,5,1,4,3,4,5,2,1,2,1,2,1,1,5,1,4,1,3,1,4,4,5,4,2,4,1,4,1,5,1,5,5,4,1,5,1,5,1,5,4,3,5
,Mixed Race,19,0,0,1,1,US,,,,,,1,3,2,4,3,2,4,3,4,2,4,5,3,1,4,4,4,5,4,4,3,5,5,2,1,2,1,5,3,4,5,5,3,1,4,4,3,4,4,1,3,3,3,3,3,5,1,5,3
,Caucasian (European),52,1,0,1,1,US,,,,,,1,5,2,5,1,5,2,3,2,4,4,3,4,2,2,2,1,2,2,1,5,2,4,1,3,1,5,4,4,3,4,3,3,2,2,3,3,3,3,5,2,4,1,4,1,4,4,4,3
,Mixed Race,19,1,0,1,2,CA,,,,,,4,1,3,4,2,1,3,4,5,3,1,5,1,5,5,5,4,5,4,2,2,3,4,2,5,3,4,4,4,4,2,4,2,1,2,2,2,2,2,4,1,5,1,4,1,5,4,4,4
,Caucasian (European),41,1,0,1,1,US,,,,,,1,5,1,5,1,5,3,2,3,1,3,3,2,1,1,4,4,1,1,1,5,2,5,2,4,1,4,5,5,4,1,4,1,2,1,5,2,4,4,5,1,3,1,4,1,5,4,5,5
,Caucasian (Indian),22,0,1,1,2,IN,,,,,,3,4,3,4,2,3,3,3,3,3,3,3,3,2,2,3,2,2,3,4,4,1,3,2,3,2,3,2,4,2,1,5,1,3,2,2,3,4,3,3,2,4,3,4,2,3,1,3,4
,Caucasian (Indian),23,0,1,1,2,IN,,,,,,3,3,3,3,4,4,1,3,2,4,2,4,4,4,4,2,1,1,2,3,3,3,2,2,2,4,3,5,5,2,4,1,4,2,4,5,1,5,4,2,3,2,4,3,1,3,2,3,3
,Caucasian (European),56,1,0,1,1,US,,,,,,3,3,5,3,2,3,4,2,4,3,4,3,2,3,3,3,3,3,3,1,3,1,5,2,4,2,3,4,3,3,1,4,2,4,1,5,2,4,4,4,2,4,3,4,2,3,4,4,4
,Mixed Race,22,1,0,1,1,US,,,,,,2,2,4,3,1,2,5,5,5,5,1,5,1,4,4,4,4,3,5,1,3,1,5,2,5,2,4,5,2,3,4,5,3,4,3,5,2,3,5,3,5,5,1,5,1,3,2,5,5
,Caucasian (Indian),33,0,0,1,5,PH,,,,,,5,3,5,2,4,1,3,2,4,4,5,2,4,2,2,2,2,2,5,5,4,2,4,2,5,2,3,5,3,4,2,4,2,3,1,5,1,4,4,3,4,4,4,3,2,4,1,5,3
,Mixed Race,30,1,0,1,1,US,,,,,,5,4,5,2,5,2,5,3,5,4,2,5,1,5,5,4,4,5,5,2,4,3,5,2,5,2,3,4,3,3,4,4,2,2,5,3,2,4,3,2,3,5,2,3,3,3,2,5,2
,Caucasian (European),24,1,0,2,3,GB,,,,,,1,5,2,5,1,5,1,5,3,4,2,4,2,4,3,4,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,3,3,3,4,3,2,3,4,5,1,4,2,4,1,5,5,3,5
,Caucasian (European),22,1,0,1,1,US,,,,,,2,4,3,4,2,4,2,4,4,5,3,4,4,1,2,2,2,1,2,1,2,2,5,2,4,2,4,5,4,4,1,5,2,5,1,4,2,4,4,5,2,4,2,4,2,4,4,4,3
,Mixed Race2,35,1,1,1,1,ZA,,,,,,5,5,5,5,5,1,1,5,5,1,1,2,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,5,2,5,5,5,1,5,1,5,5,5,1,3,1,5,1,5,1,5,5
,Caucasian (European),21,1,1,1,1,US,,,,,,1,5,2,5,2,5,4,4,2,2,4,3,4,2,2,4,3,3,2,2,5,2,4,3,4,2,4,4,3,4,4,4,3,3,4,4,3,3,3,3,2,4,3,3,2,4,2,4,4
,Caucasian (European),18,1,1,1,5,US,,,,,,5,2,4,2,4,2,5,1,5,5,1,5,1,4,3,4,4,3,5,1,4,3,4,1,4,1,4,4,4,2,4,3,5,2,3,3,3,2,3,4,2,4,1,3,3,3,4,4,3
,Mixed Race,22,1,0,1,5,US,,,,,,2,5,3,3,2,3,4,3,4,5,3,5,1,4,5,5,5,5,4,1,5,3,5,1,5,1,4,5,3,2,4,5,5,1,5,3,3,3,3,4,2,5,1,3,1,4,3,4,4
,Mixed Race,22,0,0,1,2,AU,,,,,,1,5,1,5,1,5,4,5,3,4,5,3,3,4,3,4,3,3,3,5,5,1,5,2,5,1,5,5,5,5,4,5,3,5,1,5,3,5,4,3,4,5,4,5,1,5,4,5,5
,Caucasian (Indian),33,0,1,1,1,IN,,,,,,5,1,5,1,5,2,4,1,5,5,2,4,2,5,5,4,4,5,4,4,1,3,4,5,5,4,3,3,4,4,2,4,3,3,5,4,4,5,3,3,4,4,4,3,5,4,3,4,4
,Caucasian (European),18,1,0,2,1,NZ,,,,,,5,1,5,1,4,1,5,1,5,5,2,5,3,4,2,4,2,4,3,4,1,4,2,5,2,5,2,1,2,4,4,4,3,2,5,2,3,1,2,4,3,5,3,3,1,3,3,1,4
,Mixed Race,13,1,1,0,1,AU,,,,,,3,3,5,4,3,4,5,1,5,3,4,4,5,2,1,3,1,3,1,3,3,1,4,2,1,2,3,3,3,4,4,4,3,4,4,4,1,1,3,3,3,5,1,5,1,5,3,3,5
,Mixed Race,25,1,0,1,3,TW,,,,,,5,1,5,1,3,1,5,2,5,5,1,5,1,1,5,5,5,4,5,1,3,2,5,2,5,2,4,4,3,4,3,5,3,1,2,4,2,4,3,3,2,5,1,3,2,3,2,5,4
,North East Asian,23,0,1,1,2,KR,,,,,,2,2,4,4,2,2,3,3,5,3,2,3,4,2,3,2,2,3,2,4,3,3,3,2,3,3,3,3,3,4,5,4,2,4,1,4,2,4,4,4,2,4,1,4,2,4,4,5,4
,Mixed Race,17,0,1,1,5,PH,,,,,,2,5,4,3,3,2,3,5,4,3,4,3,5,4,3,2,1,2,3,4,5,1,3,3,4,2,4,4,3,4,3,4,3,5,3,5,2,3,2,4,1,5,1,3,2,4,2,4,4
,Caucasian (European),67,0,1,1,2,SE,,,,,,3,5,2,5,1,3,3,4,3,2,5,2,1,1,1,2,2,1,5,4,4,1,5,2,4,2,1,5,4,4,1,4,3,4,1,2,3,3,4,5,5,5,1,4,1,4,4,5,5
,Caucasian (European),18,0,1,1,1,US,,,,,,1,3,1,5,1,4,2,1,4,4,2,5,4,1,1,2,2,1,4,1,5,4,4,1,3,1,4,4,3,3,2,3,2,1,2,5,4,3,2,4,3,5,1,4,1,3,3,5,4
,Mixed Race,24,1,0,1,3,US,,,,,,5,1,5,1,5,1,5,1,5,5,3,5,2,4,5,3,4,5,4,1,5,3,5,1,5,1,5,5,1,4,3,5,3,1,5,4,1,4,5,4,4,5,5,2,2,4,4,5,2
,Caucasian (European),32,1,1,1,1,CA,,,,,,5,2,5,3,2,2,5,2,5,5,4,5,1,2,3,2,2,4,4,2,4,2,5,2,5,2,5,4,4,2,4,5,4,1,5,4,4,4,4,5,1,4,1,4,1,5,4,5,4
,Caucasian (European),18,1,0,1,2,US,,,,,,2,4,2,5,2,4,3,3,4,3,4,3,4,2,1,1,1,3,1,2,3,3,3,4,5,3,4,4,4,5,1,3,1,5,1,5,4,4,5,4,1,5,1,3,1,3,4,5,4
,Mixed Race,17,0,0,0,2,PH,,,,,,3,4,4,3,2,3,1,2,4,5,5,5,3,2,3,4,4,3,3,2,5,2,5,1,5,2,4,4,4,2,5,3,3,3,2,4,2,5,3,3,3,5,4,3,2,3,3,5,5
,Mixed Race,18,1,0,1,5,AT,,,,,,2,4,3,4,1,5,3,4,2,2,4,2,2,2,2,4,2,2,4,2,5,2,2,2,4,2,5,1,3,2,3,5,1,2,3,3,3,2,4,4,1,5,1,4,1,5,4,3,5
,Caucasian (European),68,1,0,1,2,US,,,,,,4,2,4,2,2,1,4,3,4,2,4,2,2,2,2,3,2,3,3,2,3,1,4,3,4,2,3,3,3,3,2,4,1,2,2,4,1,3,3,4,2,3,2,4,2,4,4,4,4
,Mixed Race,49,0,1,1,1,IN,,,,,,5,2,1,5,4,2,2,5,4,2,1,2,5,1,4,4,1,2,1,2,4,1,5,1,5,2,4,5,4,5,2,5,1,4,5,5,2,4,4,2,1,5,1,4,2,4,4,4,4
,Caucasian (European),15,1,0,1,1,GB,,,,,,3,2,4,1,4,1,5,1,5,4,2,5,3,5,4,4,4,4,3,2,4,4,5,2,4,3,3,4,3,4,1,4,4,2,5,5,4,4,3,3,3,5,1,3,2,4,2,5,3
,Caucasian (Indian),60,0,1,1,1,IN,,,,,,5,3,5,3,2,1,5,3,5,1,1,5,3,5,5,1,1,5,3,1,3,1,5,1,5,1,5,5,5,4,4,4,3,3,4,5,1,5,5,5,5,4,3,3,3,4,1,5,3
,Caucasian (Indian),25,0,1,1,1,IN,,,,,,5,4,4,2,2,2,4,4,4,3,3,4,4,3,3,5,4,4,4,2,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,5,2,4,4,4,2,2,3,4,2,5,4,4,4
,Mixed Race,17,0,0,1,5,PH,,,,,,1,3,4,4,2,1,4,2,4,4,2,4,2,4,5,5,4,5,4,4,5,2,4,2,4,1,4,4,4,3,2,4,3,2,2,5,2,4,4,4,3,5,3,4,1,5,3,5,4
,Caucasian (European),17,1,1,0,1,AU,,,,,,1,5,1,5,1,5,4,1,1,5,1,5,1,1,4,4,4,2,5,1,5,1,5,1,5,1,5,5,5,1,4,4,4,1,2,2,4,2,2,5,2,2,1,3,5,5,5,2,4
,Mixed Race,26,0,0,1,1,BH,,,,,,3,2,2,2,2,2,1,4,5,2,3,2,3,2,2,3,2,2,2,5,5,1,4,2,3,1,3,4,5,3,1,3,2,2,1,3,3,2,3,4,1,5,2,5,1,5,2,5,4
,Caucasian (European),19,1,0,1,1,US,,,,,,1,5,1,5,2,5,2,5,2,3,3,5,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,4,1,3,3,4,1,5,1,5,2,5,5,3,5
,Mixed Race,16,0,1,1,1,PH,,,,,,1,4,2,4,1,2,3,3,3,2,4,2,1,4,2,3,3,2,2,4,4,2,4,2,5,2,3,4,4,4,2,4,1,3,3,5,1,5,4,3,2,5,3,5,1,5,2,3,5
,Native American,52,1,1,1,1,GB,,,,,,2,5,4,4,2,4,2,2,2,1,4,4,4,2,5,2,1,2,1,2,5,2,4,2,4,2,4,4,4,4,1,5,2,4,1,4,1,4,3,2,3,2,2,4,4,5,2,4,5
,Mixed Race,17,0,0,1,2,PH,,,,,,1,5,1,1,5,1,1,5,5,1,5,5,5,1,1,5,1,1,1,1,5,1,5,1,5,1,5,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,5,1
,Mixed Race,27,0,0,1,2,DE,,,,,,4,2,3,2,4,2,2,3,4,3,3,4,3,3,2,2,2,2,2,2,4,3,4,2,4,2,4,4,3,3,3,4,2,4,2,4,2,4,4,2,2,2,2,3,4,4,2,4,3
,Caucasian (Indian),28,0,1,1,1,IN,,,,,,3,1,5,3,5,1,5,3,5,1,2,3,3,5,5,3,2,5,3,1,3,1,5,1,5,3,5,5,5,1,5,2,5,3,5,1,3,1,1,1,2,4,1,4,1,1,5,5,3
,Caucasian (European),43,1,1,1,1,US,,,,,,5,5,2,5,4,5,3,4,5,2,4,4,2,1,1,1,1,1,4,2,5,1,5,4,5,1,5,4,3,4,5,5,4,2,4,5,1,1,5,5,1,5,2,5,1,5,5,5,5
,Mixed Race,14,0,0,0,2,PH,,,,,,3,3,3,3,2,1,3,3,5,4,3,5,2,3,4,5,5,5,5,3,5,3,3,1,5,1,3,5,5,2,3,2,3,3,3,3,2,5,5,3,1,4,1,3,1,5,3,5,5
,Caucasian (Indian),26,0,0,1,1,IN,,,,,,4,3,3,4,4,2,3,2,5,5,2,5,2,4,4,5,3,5,4,3,4,4,4,3,4,2,4,3,5,1,4,5,4,5,5,5,2,2,4,2,3,4,2,4,2,4,2,4,4
,Caucasian (Indian),22,0,1,1,1,IN,,,,,,5,1,5,5,1,1,1,5,1,1,5,5,1,1,1,1,5,1,1,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,1,5,5,5,1,5,1,5,5
,Caucasian (European),24,0,1,1,1,CH,,,,,,1,3,3,4,2,4,2,4,2,4,2,4,3,4,3,3,3,3,3,4,3,4,2,5,1,2,2,2,4,2,4,4,4,1,4,2,4,1,2,5,2,5,2,4,2,5,4,4,4
,Caucasian (Indian),26,0,0,1,1,IN,,,,,,5,2,5,5,2,1,5,5,5,4,2,5,4,5,5,5,5,5,3,5,2,1,5,2,5,2,5,5,5,5,5,5,5,4,5,5,4,5,5,4,2,3,4,3,5,5,5,5,3
,Caucasian (European),13,1,0,1,1,ZA,,,,,,2,5,1,4,1,5,3,5,2,3,2,3,5,1,2,2,2,3,1,1,5,2,5,1,5,1,5,1,5,5,3,5,1,3,1,5,1,4,5,5,1,4,1,5,1,5,4,3,5
,Caucasian (European),20,1,1,1,2,NZ,,,,,,2,4,2,4,1,4,2,5,3,1,5,1,3,2,3,2,1,2,3,5,5,2,5,1,5,2,4,5,5,3,4,4,3,2,4,4,2,3,3,4,1,4,1,5,2,5,4,5,4
,Caucasian (European),39,1,1,1,1,GB,,,,,,4,2,4,2,3,2,5,1,4,3,3,3,2,2,2,2,2,2,4,2,3,1,3,3,3,3,3,2,3,4,1,5,2,4,4,4,2,3,3,4,2,4,2,3,2,5,3,3,4
,Caucasian (Indian),17,1,1,1,1,US,,,,,,3,5,2,4,2,4,2,5,2,1,4,2,3,2,1,2,1,1,2,1,2,1,5,3,3,2,5,5,5,3,3,4,2,1,4,3,2,2,4,4,2,5,1,5,1,5,5,4,5
