,EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
7009,,Caucasian (European),18,0,1,1,1,FR,,,,,,4.0,5,2.0,3,3.0,2,4.0,2,1.0,5.0,4,3.0,3,1.0,5.0,2.0,2.0,2.0,3.0,4.0,2,5.0,5,4.0,2,4.0,4,5,1,3,5.0,5,4.0,1,2.0,5,3.0,1,3,5,5.0,4,5.0,5,4.0,5,5,5,5
7010,,Caucasian (European),40,0,1,1,1,US,,,,,,2.0,2,2.0,2,4.0,1,1.0,1,2.0,2.0,2,1.0,2,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2,4.0,4,3.0,3,1.0,4,4,2,2,5.0,5,4.0,3,5.0,4,4.0,4,3,4,5.0,3,5.0,2,3.0,4,4,5,2
7011,,Caucasian (European),22,0,0,1,5,RO,,,,,,4.0,5,4.0,5,4.0,5,4.0,5,1.0,2.0,2,3.0,4,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4,3.0,3,3.0,2,4.0,3,5,5,5,4.0,3,4.0,3,4.0,5,4.0,5,5,2,4.0,5,4.0,4,4.0,3,3,5,4
7012,,Mixed Race,23,0,0,1,1,MY,,,,,,2.0,4,3.0,3,2.0,2,2.0,3,2.0,2.0,4,2.0,4,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4,2.0,4,4.0,4,4.0,4,4,4,3,3.0,4,2.0,3,2.0,4,3.0,3,4,3,2.0,4,2.0,3,4.0,4,2,4,3
7013,,Mixed Race,24,1,0,0,5,US,,,,,,5.0,5,4.0,5,5.0,5,4.0,5,4.0,5.0,5,2.0,3,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3,5.0,5,5.0,5,5.0,5,5,3,4,5.0,5,3.0,4,4.0,4,5.0,5,4,3,5.0,5,4.0,5,5.0,5,2,5,5
7014,,Caucasian (European),42,1,1,1,1,US,,,,,,4.0,5,4.0,5,5.0,5,4.0,5,3.0,3.0,4,2.0,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5,4.0,5,5.0,4,4.0,4,5,5,3,2.0,4,4.0,3,2.0,4,4.0,2,4,5,5.0,4,5.0,4,4.0,5,4,4,5
7015,,Caucasian (European),27,1,0,0,5,US,,,,,,5.0,4,3.0,4,5.0,2,2.0,3,2.0,4.0,4,3.0,2,4.0,2.0,3.0,3.0,3.0,3.0,5.0,5,5.0,5,5.0,4,5.0,3,5,4,4,2.0,5,3.0,3,3.0,3,4.0,4,5,5,5.0,4,5.0,4,5.0,5,5,5,5
7016,,Mixed Race,16,1,0,1,1,GB,,,,,,2.0,1,1.0,3,1.0,1,5.0,5,1.0,1.0,1,1.0,1,3.0,4.0,1.0,1.0,1.0,1.0,1.0,5,1.0,4,1.0,1,1.0,1,4,4,2,2.0,4,3.0,3,4.0,3,3.0,3,3,5,4.0,5,3.0,5,5.0,5,5,5,5
7017,,Caucasian (European),40,1,0,1,5,US,,,,,,5.0,5,4.0,5,4.0,4,3.0,3,4.0,2.0,2,2.0,2,3.0,2.0,3.0,3.0,2.0,2.0,5.0,5,5.0,5,5.0,4,5.0,4,4,4,3,4.0,4,5.0,3,5.0,5,4.0,4,4,4,4.0,4,4.0,4,4.0,4,3,5,4
7018,,Caucasian (European),45,0,1,2,5,DE,,,,,,1.0,2,1.0,2,1.0,1,1.0,1,1.0,2.0,3,3.0,1,2.0,5.0,4.0,5.0,5.0,1.0,1.0,4,5.0,5,4.0,3,4.0,5,3,4,3,2.0,5,3.0,1,2.0,4,2.0,2,4,5,5.0,5,4.0,5,5.0,5,5,5,5
7019,,Caucasian (European),20,1,0,1,1,US,,,,,,4.0,3,4.0,4,5.0,2,5.0,4,1.0,2.0,2,2.0,1,2.0,2.0,4.0,4.0,2.0,5.0,5.0,5,3.0,5,5.0,5,5.0,5,4,3,3,4.0,5,5.0,2,2.0,5,5.0,4,3,3,4.0,5,5.0,5,5.0,4,2,4,4
7020,,Caucasian (European),33,1,0,1,5,US,,,,,,3.0,2,1.0,4,4.0,2,1.0,2,1.0,4.0,4,2.0,2,3.0,2.0,1.0,2.0,3.0,2.0,5.0,5,5.0,5,5.0,5,5.0,5,5,3,2,1.0,5,2.0,2,4.0,3,4.0,3,2,5,5.0,5,5.0,5,5.0,5,5,5,4
7021,,Caucasian (European),24,1,1,1,5,US,,,,,,4.0,4,4.0,4,4.0,4,4.0,4,2.0,4.0,5,4.0,4,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2,2.0,2,1.0,2,2.0,4,2,4,4,2.0,2,2.0,1,2.0,4,4.0,4,2,4,5.0,5,5.0,5,5.0,2,4,4,5
7022,,Mixed Race,21,1,0,1,5,US,,,,,,4.0,4,5.0,4,4.0,4,3.0,4,3.0,3.0,4,3.0,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3,4.0,5,4.0,4,4.0,4,4,5,4,3.0,3,3.0,3,3.0,4,4.0,4,3,3,4.0,4,4.0,5,4.0,4,3,4,4
7023,,Mixed Race,15,0,1,1,1,CA,,,,,,3.0,2,3.0,2,5.0,2,1.0,4,1.0,2.0,4,1.0,5,5.0,1.0,1.0,4.0,1.0,1.0,4.0,2,2.0,4,3.0,2,3.0,3,4,2,5,5.0,5,2.0,1,4.0,4,3.0,5,3,3,4.0,5,4.0,4,4.0,4,3,5,5
7024,,Mixed Race,16,1,0,1,1,US,,,,,,1.0,2,2.0,2,4.0,2,2.0,2,2.0,1.0,2,1.0,2,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2,2.0,1,1.0,1,1.0,3,2,3,4,5.0,5,3.0,3,2.0,5,3.0,4,4,5,3.0,5,3.0,4,5.0,2,4,5,5
7025,,North East Asian,17,1,0,1,1,US,,,,,,3.0,3,3.0,2,5.0,2,2.0,2,1.0,1.0,3,1.0,1,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2,5.0,4,2.0,4,2.0,3,2,2,2,3.0,3,3.0,1,3.0,3,2.0,3,1,4,2.0,3,3.0,3,3.0,4,3,1,3
7026,,Caucasian (European),14,1,1,1,2,US,,,,,,4.0,1,2.0,1,1.0,1,1.0,1,1.0,4.0,4,4.0,3,5.0,5.0,5.0,5.0,2.0,3.0,1.0,2,4.0,1,1.0,1,1.0,1,1,1,5,5.0,5,5.0,5,5.0,5,5.0,5,5,4,5.0,2,4.0,5,3.0,5,4,4,5
7027,,Caucasian (European),59,1,0,1,1,NZ,,,,,,3.0,5,4.0,5,5.0,2,1.0,1,3.0,4.0,4,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,4,5.0,3,5.0,3,4.0,3,5.0,3,4,5,5.0,4,5.0,5,5.0,5,5,5,5
7028,,Mixed Race2,35,1,0,1,5,US,,,,,,2.0,3,2.0,4,3.0,5,4.0,2,1.0,3.0,4,2.0,2,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3,5.0,5,3.0,4,2.0,4,4,4,4,3.0,4,2.0,4,3.0,4,5.0,3,4,4,2.0,3,4.0,3,3.0,4,3,4,4
7029,,Caucasian (European),21,0,0,1,5,DK,,,,,,5.0,2,4.0,3,4.0,3,3.0,3,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4,4.0,4,4.0,3,4.0,3,4,3,3,2.0,4,4.0,2,4.0,5,3.0,4,4,5,4.0,5,5.0,4,5.0,4,5,5,4
7030,,Caucasian (European),47,1,0,0,1,US,,,,,,1.0,1,2.0,2,2.0,1,1.0,2,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3,4.0,5,5.0,5,5.0,4,5,3,3,2.0,5,1.0,3,1.0,3,3.0,4,4,3,1.0,3,1.0,3,1.0,3,2,4,3
7031,,Caucasian (European),30,1,0,1,2,US,,,,,,4.0,3,3.0,4,4.0,4,2.0,2,2.0,2.0,3,2.0,3,4.0,4.0,2.0,2.0,4.0,3.0,4.0,5,5.0,4,4.0,4,4.0,4,4,4,4,4.0,3,4.0,2,4.0,4,2.0,4,4,4,2.0,4,2.0,3,3.0,4,4,4,3
7032,,Mixed Race,13,1,0,1,1,US,,,,,,5.0,4,4.0,5,5.0,5,3.0,5,4.0,1.0,3,1.0,3,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5,4.0,5,5.0,5,5.0,5,5,3,5,3.0,4,3.0,2,2.0,4,4.0,3,4,2,4.0,4,3.0,4,4.0,5,2,4,4
7033,,Caucasian (European),18,1,1,1,1,US,,,,,,3.0,3,3.0,2,3.0,1,2.0,3,1.0,5.0,4,5.0,3,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3,1.0,2,2.0,2,2.0,2,2,3,2,1.0,2,1.0,1,1.0,1,1.0,1,1,4,4.0,5,4.0,5,4.0,5,4,4,4
7034,,Caucasian (European),41,1,0,1,2,US,,,,,,4.0,2,1.0,3,4.0,1,1.0,1,3.0,1.0,2,2.0,2,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4,5.0,5,4.0,5,4.0,4,5,3,3,5.0,3,2.0,2,5.0,3,5.0,4,5,5,5.0,3,5.0,5,5.0,3,5,5,3
7035,,Mixed Race,16,0,1,1,2,BR,,,,,,3.0,3,1.0,4,2.0,1,2.0,4,5.0,1.0,2,5.0,1,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1,3.0,1,1.0,2,1.0,1,1,3,3,1.0,5,3.0,3,3.0,2,1.0,4,1,3,3.0,5,2.0,3,1.0,5,2,5,3
7036,,Caucasian (European),26,0,1,1,2,SE,,,,,,4.0,5,5.0,4,4.0,4,4.0,4,4.0,2.0,5,4.0,4,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3.0,4,4.0,3,5.0,4,4,4,3,3.0,3,4.0,2,3.0,3,3.0,4,3,4,4.0,4,4.0,4,5.0,4,3,3,3
7037,,Caucasian (European),46,0,1,1,1,IT,,,,,,1.0,5,5.0,5,5.0,5,5.0,5,1.0,5.0,3,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5,5.0,5,5.0,5,5.0,5,5,5,3,1.0,5,5.0,1,1.0,5,5.0,1,2,5,5.0,4,5.0,3,5.0,5,5,5,5
7038,,Caucasian (European),26,1,0,1,1,US,,,,,,1.0,4,2.0,4,2.0,3,1.0,2,1.0,1.0,3,1.0,3,3.0,2.0,3.0,5.0,1.0,3.0,5.0,4,5.0,5,5.0,4,5.0,4,5,3,4,5.0,5,2.0,5,5.0,5,5.0,4,4,4,5.0,4,5.0,4,3.0,4,4,4,3
7039,,Caucasian (European),35,1,0,1,1,GB,,,,,,5.0,5,4.0,5,5.0,4,4.0,5,5.0,5.0,5,5.0,5,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5,1.0,3,3.0,1,3.0,1,1,5,5,5.0,5,4.0,2,5.0,4,3.0,3,5,5,5.0,5,4.0,5,5.0,5,4,1,5
7040,,Mixed Race,15,1,0,1,1,CA,,,,,,2.0,4,2.0,4,2.0,3,2.0,4,1.0,2.0,4,3.0,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4,2.0,1,1.0,1,1.0,2,1,3,4,2.0,5,4.0,4,3.0,4,4.0,5,3,4,2.0,4,2.0,4,2.0,5,4,5,4
7041,,Caucasian (European),55,1,0,1,2,GB,,,,,,3.0,2,3.0,4,4.0,1,2.0,2,1.0,2.0,2,1.0,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4,5.0,4,5.0,4,4.0,4,4,3,2,1.0,5,2.0,1,2.0,1,2.0,3,4,5,4.0,5,3.0,3,5.0,4,5,5,3
7042,,Caucasian (European),28,1,0,1,1,US,,,,,,4.0,4,3.0,4,4.0,1,4.0,4,3.0,2.0,2,2.0,2,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4,4.0,5,4.0,4,3.0,5,5,5,4,4.0,4,5.0,3,4.0,4,5.0,4,5,5,5.0,5,5.0,4,5.0,4,5,5,5
7043,,Caucasian (European),15,1,0,1,1,US,,,,,,2.0,2,2.0,4,2.0,1,1.0,2,1.0,4.0,3,1.0,2,5.0,3.0,1.0,2.0,2.0,2.0,4.0,5,5.0,4,4.0,1,4.0,4,4,2,2,2.0,4,3.0,1,2.0,5,2.0,5,3,3,3.0,5,4.0,3,4.0,4,2,5,5
7044,,Caucasian (Indian),28,1,0,0,1,GB,,,,,,3.0,3,3.0,4,4.0,2,2.0,1,2.0,5.0,4,4.0,3,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3,4.0,4,4.0,4,4.0,3,4,3,4,4.0,3,4.0,4,5.0,3,5.0,3,3,5,4.0,4,4.0,4,5.0,4,4,4,4
7045,,Caucasian (European),18,1,1,1,1,US,,,,,,2.0,2,1.0,2,2.0,2,1.0,2,2.0,4.0,4,4.0,4,4.0,4.0,4.0,5.0,2.0,4.0,2.0,2,2.0,2,2.0,2,2.0,2,2,2,3,2.0,4,2.0,2,2.0,4,3.0,2,4,4,4.0,4,4.0,4,4.0,4,3,4,3
7046,,Caucasian (European),20,1,0,1,2,GB,,,,,,5.0,4,2.0,5,4.0,4,2.0,2,2.0,3.0,3,2.0,3,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5,5.0,5,5.0,4,5.0,5,4,5,2,4.0,5,4.0,3,5.0,4,5.0,4,4,3,3.0,5,3.0,3,4.0,4,3,4,3
7047,,Caucasian (European),25,1,1,1,2,GB,,,,,,1.0,1,1.0,1,2.0,1,2.0,1,1.0,3.0,2,2.0,1,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2,3.0,4,2.0,3,2.0,3,4,2,2,4.0,4,3.0,3,4.0,4,5.0,3,4,4,5.0,3,4.0,3,2.0,4,4,5,3
7048,,Caucasian (European),17,1,0,1,5,US,,,,,,1.0,3,1.0,1,1.0,1,1.0,1,1.0,1.0,5,1.0,1,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5,1.0,5,5.0,5,5.0,5,4,3,1,1.0,5,1.0,1,1.0,1,3.0,1,3,3,5.0,5,3.0,3,5.0,5,3,5,5
7049,,Caucasian (European),18,1,0,0,5,US,,,,,,4.0,4,2.0,3,2.0,2,1.0,2,1.0,3.0,1,1.0,5,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5,2.0,5,5.0,5,5.0,5,5,5,4,2.0,5,1.0,2,1.0,5,5.0,5,5,3,3.0,5,5.0,4,5.0,4,4,5,4
7050,,Caucasian (European),21,1,1,1,2,US,,,,,,5.0,5,4.0,5,4.0,5,4.0,5,4.0,2.0,3,1.0,3,4.0,2.0,2.0,4.0,2.0,5.0,4.0,5,2.0,4,3.0,4,4.0,3,5,4,3,3.0,5,3.0,3,2.0,4,4.0,3,3,3,4.0,5,3.0,4,5.0,4,4,4,5
7051,,Mixed Race,17,0,1,1,1,IL,,,,,,2.0,2,3.0,1,1.0,1,2.0,2,1.0,4.0,2,2.0,3,4.0,3.0,2.0,2.0,2.0,5.0,2.0,4,4.0,4,4.0,4,4.0,3,4,4,4,4.0,3,5.0,3,3.0,4,3.0,3,1,3,4.0,5,4.0,4,5.0,4,3,2,5
7052,,Caucasian (European),19,1,0,1,4,US,,,,,,3.0,4,3.0,3,3.0,2,3.0,3,2.0,1.0,4,1.0,2,4.0,3.0,2.0,1.0,1.0,3.0,4.0,4,5.0,5,5.0,3,3.0,5,4,5,5,5.0,3,5.0,4,4.0,4,4.0,4,3,3,1.0,3,3.0,3,3.0,2,2,5,2
7053,,Caucasian (European),15,1,1,1,1,AU,,,,,,5.0,4,3.0,4,4.0,3,2.0,3,4.0,3.0,5,3.0,2,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3,2.0,3,3.0,1,3.0,3,1,3,4,4.0,2,4.0,2,3.0,2,3.0,3,3,2,3.0,2,3.0,4,1.0,4,4,1,2
7054,,Mixed Race,38,0,1,1,5,MX,,,,,,3.0,1,3.0,1,3.0,3,1.0,5,2.0,3.0,2,1.0,1,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5,4.0,5,1.0,5,1.0,5,5,5,5,3.0,5,5.0,5,5.0,5,5.0,4,4,5,3.0,5,5.0,5,5.0,5,5,5,5
7055,,Caucasian (European),33,1,1,1,1,AU,,,,,,3.0,2,3.0,2,5.0,3,3.0,2,2.0,1.0,1,1.0,1,2.0,2.0,1.0,1.0,2.0,1.0,4.0,5,5.0,3,3.0,5,4.0,3,2,3,2,2.0,4,2.0,1,1.0,5,2.0,1,4,5,5.0,5,5.0,5,5.0,5,5,5,5
7056,,Mixed Race,16,1,0,1,1,AU,,,,,,3.0,3,2.0,5,3.0,3,2.0,2,4.0,2.0,3,2.0,3,3.0,2.0,1.0,1.0,2.0,3.0,1.0,4,3.0,4,4.0,5,3.0,3,5,3,2,3.0,4,3.0,3,3.0,5,3.0,3,3,3,4.0,4,3.0,4,5.0,3,3,5,3
7057,,Native American,36,1,0,1,1,US,,,,,,5.0,3,3.0,5,5.0,5,1.0,4,3.0,1.0,1,1.0,5,5.0,3.0,2.0,2.0,1.0,1.0,5.0,5,5.0,5,1.0,5,5.0,5,5,1,4,4.0,5,4.0,4,4.0,4,5.0,5,4,4,4.0,5,4.0,5,5.0,4,3,5,4
7058,,Caucasian (European),67,1,1,1,1,AU,,,,,,4.0,3,3.0,4,4.0,4,3.0,2,2.0,4.0,4,2.0,4,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4,4.0,4,3.0,4,3.0,4,3,3,3,4.0,4,4.0,2,4.0,4,5.0,2,4,4,2.0,2,3.0,3,4.0,4,2,4,4
7059,,Caucasian (European),22,1,0,1,1,AU,,,,,,3.0,4,3.0,4,3.0,4,3.0,2,3.0,2.0,4,2.0,3,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4,5.0,4,4.0,4,4.0,4,4,3,2,2.0,4,3.0,2,1.0,3,5.0,3,3,4,3.0,5,4.0,4,4.0,4,4,5,4
7060,,Mixed Race,24,0,0,1,2,KR,,,,,,2.0,3,2.0,4,2.0,2,2.0,4,2.0,2.0,4,2.0,2,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3,5.0,4,4.0,4,4.0,4,4,4,2,2.0,3,2.0,3,2.0,2,3.0,2,2,3,3.0,4,4.0,2,3.0,3,3,4,2
7061,,Caucasian (European),25,1,1,1,1,AU,,,,,,2.0,3,2.0,3,3.0,3,3.0,4,3.0,2.0,2,1.0,2,1.0,3.0,2.0,2.0,2.0,2.0,5.0,5,4.0,4,2.0,5,4.0,4,5,4,4,2.0,5,3.0,1,2.0,5,4.0,4,5,3,5.0,5,4.0,5,5.0,5,2,5,5
7062,,Mixed Race,15,1,0,1,1,US,,,,,,3.0,3,4.0,4,4.0,2,2.0,5,1.0,2.0,3,2.0,1,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3,4.0,5,5.0,4,3.0,3,5,3,3,1.0,3,3.0,1,2.0,5,4.0,3,3,4,5.0,5,5.0,5,5.0,5,5,4,5
7063,,Native American,16,0,0,1,1,US,,,,,,5.0,5,5.0,4,5.0,5,5.0,5,5.0,2.0,5,3.0,2,5.0,5.0,1.0,1.0,4.0,4.0,2.0,5,1.0,3,4.0,5,5.0,3,3,4,2,1.0,5,2.0,2,5.0,5,1.0,3,2,2,1.0,4,3.0,3,3.0,3,3,5,3
7064,,Caucasian (European),17,1,1,1,1,US,,,,,,3.0,3,4.0,3,4.0,4,3.0,2,3.0,2.0,3,3.0,2,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4.0,3,4.0,3,4.0,3,3,3,3,2.0,3,4.0,2,3.0,3,3.0,2,4,3,4.0,4,4.0,3,4.0,3,3,4,4
7065,,Mixed Race,22,0,0,1,2,SV,,,,,,4.0,3,3.0,5,5.0,5,3.0,5,3.0,1.0,2,1.0,3,4.0,1.0,1.0,3.0,1.0,4.0,5.0,2,2.0,4,5.0,4,4.0,2,5,3,5,3.0,5,5.0,1,1.0,5,3.0,5,5,5,4.0,5,5.0,5,5.0,5,3,5,5
7066,,Caucasian (European),44,1,0,1,2,US,,,,,,5.0,4,1.0,4,4.0,1,1.0,1,3.0,1.0,4,1.0,3,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4,5.0,5,5.0,5,5.0,5,5,3,4,3.0,4,4.0,3,5.0,4,4.0,4,4,5,4.0,2,4.0,4,3.0,4,5,5,4
7067,,Caucasian (European),23,1,0,1,2,CA,,,,,,4.0,4,4.0,3,5.0,3,3.0,3,4.0,4.0,4,5.0,4,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4,5.0,4,4.0,3,4.0,4,4,3,3,3.0,5,4.0,3,2.0,4,4.0,2,3,4,5.0,4,5.0,4,5.0,5,3,5,5
7068,,Mixed Race,18,1,0,1,2,BM,,,,,,5.0,5,4.0,5,5.0,5,3.0,2,1.0,1.0,4,1.0,4,1.0,3.0,4.0,4.0,3.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,4,3.0,5,4.0,2,2.0,4,4.0,4,5,3,4.0,5,4.0,5,5.0,5,2,5,5
7069,,Caucasian (European),13,1,1,1,1,US,,,,,,1.0,1,1.0,1,5.0,1,1.0,1,2.0,3.0,3,2.0,4,2.0,4.0,4.0,5.0,1.0,4.0,4.0,1,2.0,3,4.0,2,1.0,4,4,1,5,5.0,5,4.0,5,5.0,5,5.0,5,5,5,5.0,2,5.0,5,1.0,5,5,5,5
7070,,No Response,15,1,0,1,1,CA,,,,,,1.0,3,1.0,3,2.0,1,4.0,1,1.0,1.0,5,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5.0,5,5.0,5,5.0,3,5,5,4,2.0,3,1.0,1,2.0,5,3.0,5,3,3,1.0,5,3.0,4,5.0,3,3,5,5
7071,,Caucasian (European),19,1,0,1,5,US,,,,,,5.0,5,5.0,5,5.0,5,5.0,5,5.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5,2.0,3,5.0,3,5.0,5,1,5,5,1.0,5,1.0,3,3.0,5,3.0,5,5,3,3.0,5,3.0,5,5.0,3,1,5,5
7072,,Caucasian (European),21,1,0,1,5,US,,,,,,1.0,4,4.0,4,1.0,2,5.0,5,1.0,1.0,3,1.0,5,2.0,1.0,3.0,2.0,1.0,4.0,4.0,5,3.0,5,5.0,4,5.0,3,5,4,5,4.0,5,5.0,4,5.0,5,5.0,5,5,4,4.0,4,5.0,5,5.0,4,3,5,4
7073,,Caucasian (European),18,1,1,1,2,US,,,,,,1.0,3,1.0,1,4.0,1,1.0,1,1.0,2.0,3,2.0,3,2.0,3.0,4.0,5.0,3.0,4.0,5.0,4,5.0,4,5.0,3,4.0,4,3,4,5,5.0,5,5.0,5,5.0,5,5.0,5,1,4,2.0,2,2.0,2,2.0,4,4,4,2
7074,,Mixed Race,25,1,0,1,5,US,,,,,,2.0,4,3.0,5,4.0,5,2.0,2,3.0,5.0,5,5.0,5,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3,5.0,2,4.0,3,4.0,5,5,5,4,5.0,5,5.0,2,5.0,3,3.0,3,4,3,4.0,4,4.0,5,5.0,4,2,4,5
7075,,Caucasian (European),17,1,0,1,3,BR,,,,,,2.0,2,3.0,3,5.0,1,4.0,2,1.0,1.0,1,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,4.0,1,1.0,1,2.0,1,1,3,2,1.0,5,2.0,5,1.0,4,5.0,5,4,5,5.0,4,5.0,4,5.0,5,5,5,5
7076,,Caucasian (European),17,1,0,0,1,US,,,,,,3.0,3,1.0,3,2.0,1,1.0,2,1.0,1.0,2,1.0,1,2.0,1.0,3.0,3.0,3.0,1.0,5.0,3,5.0,5,4.0,4,5.0,5,4,2,5,4.0,4,4.0,3,4.0,5,5.0,5,4,5,3.0,5,4.0,2,5.0,3,4,5,5
7077,,Mixed Race,20,0,0,1,1,PH,,,,,,4.0,3,3.0,4,4.0,1,5.0,3,4.0,2.0,2,1.0,3,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3,5.0,4,3.0,4,3.0,2,4,3,4,5.0,4,5.0,5,3.0,5,4.0,5,5,4,4.0,5,4.0,4,5.0,4,4,5,4
7078,,Caucasian (European),18,1,1,2,1,US,,,,,,2.0,2,2.0,3,4.0,2,3.0,2,2.0,2.0,4,2.0,1,5.0,3.0,2.0,2.0,1.0,2.0,2.0,3,2.0,2,1.0,2,2.0,2,2,1,3,1.0,4,2.0,2,3.0,1,2.0,3,3,5,5.0,4,5.0,5,5.0,5,5,5,5
7079,,Caucasian (European),22,1,0,1,2,US,,,,,,2.0,2,2.0,2,2.0,2,1.0,1,1.0,2.0,1,1.0,1,2.0,3.0,3.0,4.0,4.0,2.0,5.0,5,4.0,5,5.0,4,5.0,4,4,3,4,3.0,4,4.0,1,3.0,4,3.0,3,4,2,4.0,2,5.0,3,3.0,4,2,4,2
7080,,North East Asian,19,0,0,1,1,US,,,,,,3.0,2,3.0,2,2.0,2,2.0,2,1.0,1.0,4,1.0,4,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2,3.0,4,3.0,4,2.0,2,4,3,2,2.0,4,1.0,1,1.0,2,2.0,2,2,3,3.0,4,2.0,4,3.0,4,3,4,4
7081,,Caucasian (European),25,1,1,1,2,US,,,,,,3.0,3,2.0,3,4.0,3,1.0,2,2.0,2.0,3,1.0,1,4.0,2.0,2.0,3.0,2.0,3.0,4.0,5,2.0,4,5.0,4,5.0,3,5,4,4,4.0,5,3.0,3,5.0,4,4.0,4,4,4,5.0,5,5.0,4,5.0,5,4,5,5
7082,,Caucasian (European),16,1,1,1,1,US,,,,,,4.0,2,2.0,3,5.0,1,4.0,1,2.0,1.0,1,1.0,2,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3,1.0,4,2.0,3,3.0,4,4,2,1,2.0,5,1.0,1,1.0,2,1.0,2,2,5,5.0,5,5.0,5,5.0,4,5,5,4
7083,,Caucasian (European),15,1,0,2,1,US,,,,,,1.0,5,2.0,4,4.0,4,2.0,3,2.0,2.0,4,2.0,2,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4,2.0,3,4.0,4,2,5,5,4.0,5,5.0,2,5.0,5,5.0,4,4,5,5.0,5,4.0,5,5.0,5,2,5,5
7084,,Caucasian (European),16,1,1,1,1,NZ,,,,,,5.0,4,5.0,4,5.0,4,4.0,4,4.0,2.0,3,2.0,3,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4,3.0,4,4.0,2,4.0,4,2,3,4,4.0,5,4.0,4,4.0,5,4.0,5,4,5,5.0,4,5.0,5,5.0,5,5,4,5
7085,,Caucasian (European),45,1,1,1,1,US,,,,,,1.0,1,1.0,1,1.0,1,1.0,1,2.0,5.0,5,5.0,5,5.0,4.0,4.0,3.0,3.0,5.0,1.0,1,5.0,1,1.0,4,1.0,2,2,2,4,2.0,4,5.0,4,5.0,3,3.0,4,4,5,5.0,5,5.0,5,5.0,5,4,2,4
7086,,Caucasian (European),33,1,1,2,1,US,,,,,,5.0,5,5.0,5,5.0,5,5.0,5,5.0,1.0,2,2.0,2,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4,1.0,3,2.0,2,2.0,1,5,1,1,2.0,2,2.0,1,2.0,4,1.0,4,3,4,4.0,5,2.0,5,5.0,5,5,2,5
